mapby,p,comm,size,latency,min,max,iterations,p50,p95,p99
socket,3,2,131072,16.47,16.22,16.82,1000,16.08,17.81,21.27
socket,3,2,262144,37.96,37.73,38.30,1000,37.45,40.92,43.52
socket,3,2,524288,83.48,83.30,83.84,1000,82.54,87.86,90.54
socket,3,2,1048576,163.13,162.92,163.54,1000,162.38,170.62,175.32
socket,4,3,1,0.52,0.49,0.55,1000,0.52,0.56,0.63
socket,4,3,2,0.54,0.53,0.55,1000,0.52,0.65,0.78
socket,4,3,4,0.52,0.50,0.57,1000,0.51,0.57,0.59
socket,4,3,8,0.53,0.52,0.54,1000,0.52,0.64,0.77
socket,4,3,16,0.53,0.50,0.60,1000,0.52,0.57,0.62
socket,4,3,32,0.61,0.58,0.67,1000,0.58,0.77,1.61
socket,4,3,64,0.55,0.54,0.57,1000,0.53,0.64,0.70
socket,4,3,128,1.14,0.87,1.29,1000,1.11,1.61,1.71
socket,4,3,256,1.32,0.95,1.51,1000,1.31,1.52,1.61
socket,4,3,512,1.60,1.29,1.86,1000,1.60,2.05,2.23
socket,4,3,1024,1.78,1.44,2.10,1000,1.83,2.26,2.41
socket,4,3,2048,2.93,2.12,3.61,1000,2.69,3.25,3.42
socket,4,3,4096,3.93,2.61,5.03,1000,3.88,4.34,4.54
socket,4,3,8192,6.93,4.30,8.97,1000,6.70,7.26,7.68
socket,4,3,16384,5.11,4.49,6.25,1000,5.04,5.73,5.89
socket,4,3,32768,5.82,5.19,6.94,1000,5.75,6.15,6.85
socket,4,3,65536,8.70,8.36,9.58,1000,8.47,10.25,11.53
socket,4,3,131072,17.03,16.67,17.89,1000,16.90,18.47,21.90
socket,4,3,262144,48.77,48.10,49.71,1000,48.38,52.94,57.40
socket,4,3,524288,117.62,117.05,118.57,1000,116.72,124.14,128.35
socket,4,3,1048576,238.70,238.06,239.68,1000,237.31,247.72,258.13
socket,5,4,1,0.59,0.56,0.62,1000,0.57,0.75,0.81
socket,5,4,2,0.58,0.54,0.61,1000,0.57,0.65,0.69
socket,5,4,4,0.61,0.57,0.64,1000,0.58,0.76,0.85
socket,5,4,8,0.62,0.58,0.63,1000,0.60,0.71,0.75
socket,5,4,16,0.62,0.58,0.65,1000,0.60,0.78,0.87
socket,5,4,32,0.77,0.68,0.85,1000,0.75,1.06,1.28
socket,5,4,64,0.76,0.66,0.86,1000,0.75,0.88,0.96
socket,5,4,128,1.50,1.04,1.93,1000,1.60,1.88,2.04
socket,5,4,256,1.46,0.98,1.86,1000,1.40,1.86,2.02
socket,5,4,512,1.77,1.15,2.35,1000,1.70,2.25,2.48
socket,5,4,1024,2.10,1.43,2.73,1000,2.08,2.62,2.84
socket,5,4,2048,3.04,1.87,4.08,1000,3.04,3.52,3.70
socket,5,4,4096,4.73,2.62,6.46,1000,4.65,5.19,5.54
socket,5,4,8192,8.45,4.59,11.43,1000,8.02,8.89,10.78
socket,5,4,16384,3.93,3.22,4.94,1000,3.86,4.30,4.55
socket,5,4,32768,5.17,4.24,6.27,1000,5.09,5.78,6.52
socket,5,4,65536,7.59,6.10,8.83,1000,7.52,8.20,9.37
socket,5,4,131072,16.89,14.05,18.42,1000,16.65,19.03,21.51
socket,5,4,262144,53.93,53.38,55.02,1000,53.15,59.49,62.55
socket,5,4,524288,139.90,139.42,141.14,1000,138.85,146.49,154.81
socket,5,4,1048576,281.85,279.94,286.59,1000,279.15,293.84,311.45
socket,6,5,1,0.86,0.79,0.91,1000,0.79,0.87,1.05
socket,6,5,2,0.80,0.78,0.81,1000,0.79,0.95,1.04
socket,6,5,4,0.80,0.78,0.83,1000,0.80,0.87,1.05
socket,6,5,8,0.81,0.79,0.83,1000,0.80,0.96,1.04
socket,6,5,16,0.80,0.77,0.83,1000,0.80,0.87,1.00
socket,6,5,32,1.02,0.89,1.06,1000,0.98,1.32,1.71
socket,6,5,64,1.00,0.92,1.04,1000,0.98,1.16,1.35
socket,6,5,128,1.78,1.11,2.32,1000,1.68,2.55,2.72
socket,6,5,256,1.68,1.11,2.10,1000,1.68,2.09,2.19
socket,6,5,512,2.26,1.32,2.91,1000,2.18,2.65,2.98
socket,6,5,1024,2.58,1.51,3.37,1000,2.43,3.11,3.53
socket,6,5,2048,3.68,2.07,4.99,1000,3.64,4.12,4.43
socket,6,5,4096,5.95,2.98,8.23,1000,5.92,6.51,6.85
socket,6,5,8192,9.48,4.16,13.59,1000,9.15,10.28,12.21
socket,6,5,16384,7.32,5.81,9.40,1000,7.28,8.08,8.92
socket,6,5,32768,12.62,10.85,14.91,1000,12.58,13.67,15.78
socket,6,5,65536,23.29,21.60,26.35,1000,23.15,25.26,28.38
socket,6,5,131072,48.64,45.82,54.54,1000,47.90,54.68,59.18
socket,6,5,262144,122.15,117.76,131.00,1000,121.26,133.36,140.80
socket,6,5,524288,263.10,260.14,271.32,1000,259.96,287.18,316.78
socket,6,5,1048576,488.39,471.02,495.85,1000,489.56,533.26,561.40
socket,7,6,1,0.85,0.84,0.88,1000,0.84,0.93,1.03
socket,7,6,2,0.86,0.84,0.90,1000,0.84,0.97,1.06
socket,7,6,4,0.86,0.84,0.90,1000,0.85,0.93,1.06
socket,7,6,8,0.86,0.83,0.90,1000,0.85,0.94,1.06
socket,7,6,16,0.86,0.84,0.90,1000,0.85,0.93,1.03
socket,7,6,32,1.12,1.01,1.19,1000,1.04,1.59,1.85
socket,7,6,64,1.06,0.93,1.15,1000,1.04,1.18,1.30
socket,7,6,128,1.91,1.21,2.47,1000,1.89,2.26,2.44
socket,7,6,256,2.02,1.38,2.63,1000,1.91,2.52,2.83
socket,7,6,512,3.06,1.52,4.19,1000,3.08,3.70,4.03
socket,7,6,1024,3.05,1.55,4.17,1000,2.85,3.59,4.07
socket,7,6,2048,4.36,2.13,6.20,1000,4.35,4.89,5.29
socket,7,6,4096,7.08,3.04,10.26,1000,7.03,7.61,8.31
socket,7,6,8192,11.45,4.31,16.90,1000,10.98,12.00,13.77
socket,7,6,16384,7.49,5.72,9.60,1000,7.53,8.57,9.65
socket,7,6,32768,13.67,11.26,16.06,1000,13.29,16.38,18.18
socket,7,6,65536,26.22,23.67,29.16,1000,24.89,32.89,34.98
socket,7,6,131072,56.60,53.46,61.22,1000,54.63,72.58,78.99
socket,7,6,262144,141.88,137.53,148.07,1000,136.96,173.48,184.81
socket,7,6,524288,325.58,323.34,334.45,1000,327.32,380.84,405.21
socket,7,6,1048576,588.88,573.17,599.37,1000,587.40,679.47,756.07
socket,8,7,1,1.87,1.12,2.85,1000,1.81,2.25,2.41
socket,8,7,2,1.82,1.03,2.76,1000,1.80,2.03,2.12
socket,8,7,4,1.88,1.20,2.86,1000,1.81,2.16,2.70
socket,8,7,8,1.90,1.12,2.88,1000,1.86,2.31,2.42
socket,8,7,16,1.91,1.12,2.93,1000,1.86,2.18,2.50
socket,8,7,32,2.32,1.30,3.58,1000,2.29,2.81,2.98
socket,8,7,64,2.17,1.37,3.29,1000,2.12,2.57,2.93
socket,8,7,128,3.67,1.38,5.97,1000,3.59,4.21,4.40
socket,8,7,256,4.07,1.57,6.41,1000,4.04,4.34,4.70
socket,8,7,512,4.19,1.59,6.72,1000,4.19,4.53,4.85
socket,8,7,1024,4.50,1.76,7.21,1000,4.36,5.13,5.57
socket,8,7,2048,6.74,2.51,10.72,1000,6.75,7.31,7.67
socket,8,7,4096,9.03,3.32,14.21,1000,8.95,9.58,11.07
socket,8,7,8192,14.03,4.92,21.72,1000,13.58,15.06,17.59
socket,8,7,16384,7.28,5.30,9.30,1000,7.14,8.40,9.36
socket,8,7,32768,15.17,10.74,18.15,1000,14.98,17.70,19.75
socket,8,7,65536,30.80,26.86,33.56,1000,30.98,39.46,41.75
socket,8,7,131072,67.11,63.36,70.69,1000,65.15,89.89,99.52
socket,8,7,262144,169.04,161.62,181.40,1000,163.08,220.04,240.41
socket,8,7,524288,397.96,394.60,401.69,1000,383.84,490.23,500.70
socket,8,7,1048576,708.99,704.90,722.19,1000,704.77,858.33,922.55
socket,9,8,1,2.89,1.88,3.83,1000,2.86,3.12,3.20
socket,9,8,2,2.86,1.89,3.80,1000,2.83,3.11,3.28
socket,9,8,4,2.95,1.96,3.93,1000,2.91,3.15,3.26
socket,9,8,8,2.99,1.97,4.00,1000,2.94,3.30,3.54
socket,9,8,16,3.00,1.99,3.98,1000,2.91,3.33,3.35
socket,9,8,32,3.10,2.03,4.12,1000,3.04,3.40,3.67
socket,9,8,64,3.12,2.04,4.17,1000,3.09,3.35,3.48
socket,9,8,128,4.92,3.26,6.87,1000,4.84,5.39,5.60
socket,9,8,256,5.01,3.16,6.97,1000,4.96,5.63,5.90
socket,9,8,512,5.70,3.27,7.94,1000,5.56,6.75,7.20
socket,9,8,1024,6.16,3.53,8.70,1000,6.10,6.72,8.65
socket,9,8,2048,7.61,3.75,10.72,1000,7.56,8.22,8.99
socket,9,8,4096,10.37,4.56,15.12,1000,10.29,11.06,12.75
socket,9,8,8192,15.41,5.92,22.99,1000,14.85,16.31,18.09
socket,9,8,16384,8.89,6.98,10.27,1000,8.69,10.08,11.26
socket,9,8,32768,17.43,12.74,19.66,1000,17.39,19.95,22.15
socket,9,8,65536,34.54,29.80,37.18,1000,33.96,42.69,44.69
socket,9,8,131072,76.88,71.78,84.40,1000,73.79,101.39,107.96
socket,9,8,262144,183.34,177.10,189.36,1000,180.97,228.34,240.61
socket,9,8,524288,412.28,407.61,416.36,1000,404.42,498.47,503.39
socket,9,8,1048576,728.46,718.74,739.65,1000,726.03,861.97,915.31
socket,10,9,1,3.19,2.02,4.38,1000,3.14,3.41,3.62
socket,10,9,2,3.18,2.03,4.33,1000,3.16,3.35,3.49
socket,10,9,4,3.21,2.04,4.41,1000,3.18,3.41,3.56
socket,10,9,8,3.19,2.01,4.39,1000,3.17,3.42,3.55
socket,10,9,16,3.19,1.99,4.37,1000,3.15,3.38,3.55
socket,10,9,32,3.49,2.17,4.71,1000,3.40,3.75,3.99
socket,10,9,64,3.50,2.14,4.67,1000,3.48,3.86,4.05
socket,10,9,128,5.70,2.73,8.18,1000,5.68,6.05,6.40
socket,10,9,256,5.80,2.80,8.36,1000,5.76,6.06,6.60
socket,10,9,512,6.08,3.05,8.73,1000,5.98,6.72,7.35
socket,10,9,1024,6.54,3.28,9.36,1000,6.40,7.14,8.18
socket,10,9,2048,9.42,4.12,14.43,1000,9.35,10.01,12.69
socket,10,9,4096,11.84,4.62,18.49,1000,11.77,12.59,14.04
socket,10,9,8192,17.45,5.79,27.22,1000,17.03,18.83,20.98
socket,10,9,16384,10.62,6.30,13.54,1000,10.40,12.19,13.38
socket,10,9,32768,21.21,13.81,24.59,1000,21.06,24.01,26.14
socket,10,9,65536,44.79,35.99,51.87,1000,42.26,51.83,61.65
socket,10,9,131072,93.58,84.56,104.38,1000,93.64,114.35,124.75
socket,10,9,262144,223.34,208.77,233.28,1000,220.22,266.73,287.46
socket,10,9,524288,479.97,468.03,484.22,1000,467.40,572.39,620.49
socket,10,9,1048576,797.52,681.61,833.46,1000,795.28,947.32,1010.11
socket,11,10,1,3.61,1.68,4.95,1000,3.56,3.82,4.12
socket,11,10,2,3.70,1.80,5.07,1000,3.68,3.95,4.30
socket,11,10,4,3.68,1.76,5.08,1000,3.66,3.94,4.04
socket,11,10,8,3.65,1.78,4.97,1000,3.59,3.86,4.09
socket,11,10,16,3.71,1.76,5.06,1000,3.66,3.98,4.22
socket,11,10,32,3.91,1.96,5.20,1000,3.80,4.18,4.44
socket,11,10,64,3.88,1.91,5.20,1000,3.85,4.20,4.32
socket,11,10,128,6.43,2.65,9.21,1000,6.38,6.73,7.38
socket,11,10,256,6.64,2.71,9.52,1000,6.59,6.93,8.44
socket,11,10,512,6.97,2.91,9.91,1000,6.90,7.57,8.10
socket,11,10,1024,7.25,2.85,10.54,1000,7.07,7.98,9.82
socket,11,10,2048,10.04,3.44,15.27,1000,9.99,10.67,13.33
socket,11,10,4096,12.75,3.97,20.16,1000,12.67,13.48,15.39
socket,11,10,8192,18.59,5.01,29.57,1000,18.08,19.90,21.26
socket,11,10,16384,10.16,5.19,13.41,1000,10.09,11.73,12.81
socket,11,10,32768,22.40,10.90,26.70,1000,22.29,25.51,27.32
socket,11,10,65536,47.42,34.70,52.84,1000,46.53,56.11,61.73
socket,11,10,131072,103.39,90.09,117.16,1000,102.19,122.45,134.83
socket,11,10,262144,232.61,218.12,241.44,1000,230.48,282.93,298.09
socket,11,10,524288,505.01,499.72,510.70,1000,499.50,614.98,671.77
socket,11,10,1048576,939.44,899.75,960.56,1000,934.28,1087.88,1162.95
socket,12,11,1,3.61,1.98,5.06,1000,3.36,3.70,3.84
socket,12,11,2,3.44,1.77,4.93,1000,3.39,3.71,3.89
socket,12,11,4,3.44,1.78,4.92,1000,3.42,3.73,3.90
socket,12,11,8,3.48,1.75,4.99,1000,3.42,3.82,4.15
socket,12,11,16,3.48,1.80,4.97,1000,3.43,3.81,3.99
socket,12,11,32,3.75,2.05,5.33,1000,3.72,4.17,4.52
socket,12,11,64,3.70,2.03,5.22,1000,3.69,4.00,4.17
socket,12,11,128,6.84,2.83,10.54,1000,6.80,7.45,8.42
socket,12,11,256,6.90,2.83,10.76,1000,6.84,7.51,7.96
socket,12,11,512,7.69,3.05,11.93,1000,7.63,8.27,8.82
socket,12,11,1024,7.97,3.11,12.41,1000,7.80,8.69,10.14
socket,12,11,2048,10.27,3.44,16.38,1000,10.24,10.93,13.46
socket,12,11,4096,13.86,4.20,22.40,1000,13.76,14.58,17.21
socket,12,11,8192,19.92,5.29,32.49,1000,19.52,21.34,23.87
socket,12,11,16384,11.15,5.73,14.71,1000,11.05,12.62,14.43
socket,12,11,32768,24.16,11.46,28.96,1000,24.05,27.60,29.35
socket,12,11,65536,53.64,38.66,62.06,1000,52.29,64.37,70.42
socket,12,11,131072,114.27,96.95,126.19,1000,111.28,137.75,156.71
socket,12,11,262144,256.13,237.79,266.66,1000,255.38,307.10,330.43
socket,12,11,524288,467.28,430.70,486.18,1000,460.57,541.70,587.15
socket,12,11,1048576,838.52,708.24,905.69,1000,835.45,950.85,1024.61
socket,13,12,1,3.34,1.80,4.50,1000,3.31,3.60,3.77
socket,13,12,2,3.38,1.79,4.53,1000,3.33,3.81,4.02
socket,13,12,4,3.41,1.83,4.62,1000,3.36,3.75,4.06
socket,13,12,8,3.34,1.78,4.50,1000,3.30,3.68,3.92
socket,13,12,16,3.33,1.78,4.48,1000,3.30,3.61,3.74
socket,13,12,32,3.68,2.10,4.87,1000,3.64,4.06,4.29
socket,13,12,64,3.70,2.13,4.94,1000,3.65,4.15,4.33
socket,13,12,128,7.76,2.61,11.37,1000,7.78,8.28,9.88
socket,13,12,256,7.77,2.63,11.45,1000,7.75,8.27,8.98
socket,13,12,512,8.20,2.73,12.19,1000,8.18,8.72,11.34
socket,13,12,1024,8.58,2.91,12.85,1000,8.34,9.19,9.93
socket,13,12,2048,11.02,2.97,17.89,1000,11.01,11.72,12.62
socket,13,12,4096,14.47,3.65,23.68,1000,14.36,15.22,18.62
socket,13,12,8192,20.92,4.70,34.84,1000,20.57,22.08,24.41
socket,13,12,16384,10.76,5.43,14.31,1000,10.70,12.22,13.98
socket,13,12,32768,25.73,11.06,32.74,1000,25.52,29.42,31.16
socket,13,12,65536,58.44,40.33,69.58,1000,57.47,69.00,76.64
socket,13,12,131072,123.33,105.43,130.54,1000,122.95,150.27,161.29
socket,13,12,262144,282.40,263.92,291.87,1000,282.18,331.13,364.97
socket,13,12,524288,556.53,533.77,569.12,1000,550.53,650.78,699.20
socket,13,12,1048576,1001.33,911.77,1043.98,1000,1000.13,1125.75,1177.93
socket,14,13,1,3.34,1.50,5.17,1000,3.32,3.65,3.79
socket,14,13,2,3.32,1.50,5.11,1000,3.29,3.53,3.71
socket,14,13,4,3.37,1.54,5.19,1000,3.34,3.64,3.78
socket,14,13,8,3.28,1.54,5.04,1000,3.25,3.48,3.60
socket,14,13,16,3.37,1.51,5.18,1000,3.32,3.70,3.92
socket,14,13,32,3.49,1.70,5.34,1000,3.46,3.75,4.08
socket,14,13,64,3.60,1.73,5.48,1000,3.54,4.11,4.32
socket,14,13,128,7.07,2.46,11.71,1000,6.90,7.39,8.38
socket,14,13,256,7.34,2.53,12.18,1000,7.27,7.81,10.20
socket,14,13,512,7.67,2.63,12.64,1000,7.59,8.40,9.03
socket,14,13,1024,8.01,2.70,13.27,1000,7.90,9.04,10.64
socket,14,13,2048,11.59,3.26,19.33,1000,11.51,12.26,15.31
socket,14,13,4096,15.18,3.98,25.38,1000,15.07,16.00,18.53
socket,14,13,8192,22.22,5.05,37.24,1000,21.85,23.50,25.36
socket,14,13,16384,12.96,5.90,19.44,1000,12.56,15.18,17.52
socket,14,13,32768,32.06,14.43,43.62,1000,30.25,35.31,39.19
socket,14,13,65536,67.77,47.81,76.12,1000,67.71,79.22,83.14
socket,14,13,131072,142.81,123.25,156.31,1000,141.58,169.42,180.68
socket,14,13,262144,325.52,299.43,337.73,1000,325.43,381.55,422.60
socket,14,13,524288,703.18,686.53,713.53,1000,701.95,819.28,872.98
socket,14,13,1048576,1271.35,1218.65,1300.35,1000,1269.26,1419.14,1480.66
socket,15,14,1,3.49,1.65,5.19,1000,3.43,3.75,3.95
socket,15,14,2,3.51,1.67,5.23,1000,3.47,3.84,4.08
socket,15,14,4,3.55,1.69,5.27,1000,3.45,3.86,4.16
socket,15,14,8,3.51,1.64,5.20,1000,3.44,3.86,4.04
socket,15,14,16,3.48,1.64,5.18,1000,3.41,3.91,4.07
socket,15,14,32,3.86,1.89,5.65,1000,3.82,4.29,4.54
socket,15,14,64,3.78,1.83,5.54,1000,3.71,4.17,4.42
socket,15,14,128,7.42,2.19,12.75,1000,7.34,7.87,9.96
socket,15,14,256,7.47,2.17,12.30,1000,7.40,8.14,8.67
socket,15,14,512,8.07,2.35,13.94,1000,7.94,8.85,9.96
socket,15,14,1024,8.30,2.53,14.12,1000,8.11,9.33,10.93
socket,15,14,2048,12.42,3.05,21.27,1000,12.12,12.98,15.12
socket,15,14,4096,17.27,4.04,29.04,1000,16.46,17.54,21.12
socket,15,14,8192,24.03,5.07,40.70,1000,23.45,26.06,28.24
socket,15,14,16384,12.64,5.48,18.49,1000,12.58,14.56,16.24
socket,15,14,32768,30.60,10.59,38.06,1000,30.33,35.21,37.58
socket,15,14,65536,70.39,47.29,79.21,1000,69.97,83.32,88.59
socket,15,14,131072,103.92,64.76,124.76,1000,103.63,118.64,124.69
socket,15,14,262144,205.57,102.88,246.28,1000,201.64,244.44,267.45
socket,15,14,524288,524.57,258.93,580.27,1000,518.66,602.57,676.15
socket,15,14,1048576,964.38,677.04,1087.80,1000,958.36,1090.93,1167.28
socket,16,15,1,3.26,1.33,5.24,1000,3.22,3.63,3.99
socket,16,15,2,3.19,1.29,5.13,1000,3.16,3.59,3.74
socket,16,15,4,3.20,1.28,5.17,1000,3.16,3.58,3.83
socket,16,15,8,3.22,1.29,5.19,1000,3.19,3.62,3.84
socket,16,15,16,3.22,1.29,5.21,1000,3.18,3.55,3.90
socket,16,15,32,3.68,1.49,5.83,1000,3.60,4.12,4.50
socket,16,15,64,3.65,1.49,5.79,1000,3.60,4.23,4.37
socket,16,15,128,6.95,1.50,12.21,1000,6.85,7.55,8.78
socket,16,15,256,7.16,1.53,12.62,1000,7.03,7.77,10.49
socket,16,15,512,8.23,1.67,14.14,1000,8.20,9.03,9.54
socket,16,15,1024,8.75,1.69,15.02,1000,8.49,9.77,10.89
socket,16,15,2048,13.20,2.89,22.60,1000,13.12,14.25,17.33
socket,16,15,4096,16.80,3.63,28.86,1000,16.50,17.63,20.49
socket,16,15,8192,24.96,4.79,42.88,1000,24.68,26.31,28.87
socket,16,15,16384,14.10,5.72,21.05,1000,13.62,17.15,18.86
socket,16,15,32768,34.37,12.49,45.41,1000,33.81,39.61,44.17
socket,16,15,65536,76.27,51.29,87.58,1000,75.20,88.72,93.73
socket,16,15,131072,159.58,137.10,170.50,1000,158.79,187.02,198.85
socket,16,15,262144,346.65,312.11,361.47,1000,343.06,412.44,449.12
socket,16,15,524288,726.35,701.27,740.43,1000,716.74,838.98,891.20
socket,16,15,1048576,1283.13,1119.70,1347.28,1000,1282.78,1436.73,1509.36
socket,17,16,1,4.64,2.99,6.49,1000,4.56,4.91,5.24
socket,17,16,2,4.58,2.97,6.42,1000,4.55,4.83,5.07
socket,17,16,4,4.60,2.99,6.41,1000,4.51,4.88,5.12
socket,17,16,8,4.63,2.98,6.51,1000,4.58,4.95,6.16
socket,17,16,16,4.64,2.96,6.43,1000,4.56,4.85,5.18
socket,17,16,32,4.98,3.19,6.90,1000,4.92,5.28,5.63
socket,17,16,64,4.99,3.19,6.84,1000,4.85,5.19,5.91
socket,17,16,128,8.95,4.36,13.75,1000,8.05,8.94,11.69
socket,17,16,256,8.48,3.62,14.00,1000,8.22,9.19,12.59
socket,17,16,512,9.09,3.84,14.45,1000,9.00,9.98,11.37
socket,17,16,1024,9.95,4.10,15.54,1000,9.74,11.12,12.12
socket,17,16,2048,13.97,4.41,22.30,1000,13.91,14.72,17.26
socket,17,16,4096,17.38,4.70,28.66,1000,17.24,18.47,20.41
socket,17,16,8192,27.35,5.98,45.12,1000,25.96,27.12,30.04
socket,17,16,16384,15.90,7.19,21.65,1000,15.57,18.96,20.49
socket,17,16,32768,37.92,14.96,45.62,1000,37.47,43.55,47.07
socket,17,16,65536,82.10,57.78,90.78,1000,81.88,95.38,102.68
socket,17,16,131072,171.64,145.68,181.94,1000,171.54,201.40,213.66
socket,17,16,262144,372.69,338.48,386.03,1000,369.71,432.13,478.10
socket,17,16,524288,777.17,736.34,794.61,1000,776.44,896.79,945.60
socket,17,16,1048576,1357.97,1104.29,1441.56,1000,1354.21,1510.38,1567.12
socket,18,17,1,4.80,2.25,6.71,1000,4.72,5.07,5.51
socket,18,17,2,4.81,2.26,6.72,1000,4.75,5.07,5.30
socket,18,17,4,4.80,2.23,6.73,1000,4.76,5.00,5.25
socket,18,17,8,4.80,2.23,6.72,1000,4.75,5.02,5.15
socket,18,17,16,4.82,2.28,6.76,1000,4.77,5.05,5.26
socket,18,17,32,5.21,2.47,7.34,1000,5.15,5.55,5.84
socket,18,17,64,5.15,2.45,7.24,1000,5.09,5.48,5.70
socket,18,17,128,9.06,3.08,14.50,1000,8.94,9.66,10.87
socket,18,17,256,9.31,3.14,14.94,1000,9.21,9.85,12.68
socket,18,17,512,10.34,3.77,16.83,1000,10.29,11.17,12.88
socket,18,17,1024,11.43,4.28,18.29,1000,10.54,11.97,15.51
socket,18,17,2048,15.91,4.98,26.34,1000,15.18,16.40,19.52
socket,18,17,4096,19.82,4.82,33.59,1000,19.59,20.87,23.76
socket,18,17,8192,29.94,7.15,51.36,1000,28.29,29.89,32.46
socket,18,17,16384,18.31,6.78,24.99,1000,18.14,21.75,23.47
socket,18,17,32768,43.10,17.41,51.83,1000,42.66,49.70,52.22
socket,18,17,65536,90.73,63.54,100.83,1000,90.31,104.16,109.39
socket,18,17,131072,191.08,162.05,204.74,1000,190.14,221.80,240.60
socket,18,17,262144,423.03,377.74,439.23,1000,422.48,488.56,524.54
socket,18,17,524288,880.18,836.36,900.16,1000,867.33,1015.94,1075.32
socket,18,17,1048576,1539.63,1315.51,1614.97,1000,1534.83,1706.05,1794.63
socket,19,18,1,5.00,1.95,7.07,1000,4.97,5.33,5.80
socket,19,18,2,5.02,1.94,7.12,1000,4.94,5.41,6.91
socket,19,18,4,5.02,1.94,7.11,1000,4.98,5.35,5.49
socket,19,18,8,5.05,1.96,7.15,1000,4.98,5.39,5.86
socket,19,18,16,5.02,1.98,7.10,1000,4.97,5.36,5.60
socket,19,18,32,5.44,2.23,7.69,1000,5.30,6.07,6.60
socket,19,18,64,5.32,2.18,7.50,1000,5.27,5.73,6.09
socket,19,18,128,9.97,2.83,15.60,1000,9.90,10.46,13.69
socket,19,18,256,10.27,2.87,16.11,1000,10.16,10.84,14.04
socket,19,18,512,11.29,3.60,17.11,1000,10.78,11.65,14.96
socket,19,18,1024,11.73,3.08,18.17,1000,11.19,12.81,16.66
socket,19,18,2048,15.94,3.53,26.70,1000,15.86,16.78,19.73
socket,19,18,4096,20.58,4.20,34.98,1000,20.48,21.49,24.22
socket,19,18,8192,30.07,5.72,52.51,1000,29.19,31.57,34.86
socket,19,18,16384,17.55,5.73,24.92,1000,17.40,20.34,22.63
socket,19,18,32768,44.21,12.90,53.71,1000,43.73,51.48,54.55
socket,19,18,65536,93.88,59.39,104.72,1000,93.50,109.07,113.68
socket,19,18,131072,197.54,160.38,210.79,1000,195.92,229.26,243.75
socket,19,18,262144,427.73,384.41,444.33,1000,427.03,499.19,546.38
socket,19,18,524288,892.44,857.56,910.58,1000,893.47,1031.64,1091.72
socket,19,18,1048576,1548.02,1287.70,1630.50,1000,1546.75,1706.66,1815.27
socket,20,19,1,5.43,2.15,7.82,1000,5.03,5.45,7.37
socket,20,19,2,5.14,2.18,7.57,1000,5.06,5.40,5.77
socket,20,19,4,5.11,2.15,7.43,1000,5.06,5.41,5.75
socket,20,19,8,5.12,2.13,7.49,1000,5.05,5.48,6.02
socket,20,19,16,5.12,2.13,7.45,1000,5.06,5.43,5.74
socket,20,19,32,5.47,2.40,7.95,1000,5.38,6.02,6.22
socket,20,19,64,5.50,2.36,7.92,1000,5.45,5.93,6.31
socket,20,19,128,10.29,2.94,16.77,1000,10.21,10.90,13.72
socket,20,19,256,10.63,3.05,17.30,1000,10.54,11.12,13.78
socket,20,19,512,11.48,3.25,18.39,1000,11.37,12.46,13.66
socket,20,19,1024,12.42,3.42,20.16,1000,12.28,13.82,16.24
socket,20,19,2048,16.47,3.69,27.99,1000,16.38,17.48,20.01
socket,20,19,4096,22.92,4.65,39.77,1000,21.86,23.24,27.06
socket,20,19,8192,30.92,5.44,53.67,1000,30.59,32.60,34.88
socket,20,19,16384,18.26,5.79,25.89,1000,18.10,21.41,23.73
socket,20,19,32768,46.09,13.50,55.85,1000,45.96,53.43,57.76
socket,20,19,65536,98.82,61.33,109.79,1000,98.46,112.58,120.45
socket,20,19,131072,207.05,170.49,219.36,1000,207.71,237.31,249.44
socket,20,19,262144,451.66,395.08,470.69,1000,448.81,522.86,554.69
socket,20,19,524288,940.21,895.08,959.99,1000,930.55,1096.34,1163.21
socket,20,19,1048576,1633.82,1299.66,1731.10,1000,1631.91,1806.73,1868.15
socket,21,20,1,5.21,2.04,7.44,1000,5.15,5.51,6.61
socket,21,20,2,5.22,2.06,7.45,1000,5.16,5.53,5.83
socket,21,20,4,5.20,2.03,7.41,1000,5.15,5.55,5.84
socket,21,20,8,5.22,2.06,7.48,1000,5.17,5.61,5.86
socket,21,20,16,5.23,2.03,7.47,1000,5.15,5.71,5.94
socket,21,20,32,5.63,2.34,7.93,1000,5.52,6.36,6.73
socket,21,20,64,5.60,2.34,7.81,1000,5.51,6.08,6.49
socket,21,20,128,11.04,2.55,17.55,1000,10.70,11.37,15.86
socket,21,20,256,11.72,3.47,18.04,1000,10.97,11.99,14.52
socket,21,20,512,11.74,2.80,19.68,1000,11.64,12.51,14.76
socket,21,20,1024,12.25,2.97,20.27,1000,11.97,13.37,14.93
socket,21,20,2048,17.96,3.19,30.69,1000,17.10,18.14,21.61
socket,21,20,4096,22.59,3.79,39.81,1000,22.32,23.50,26.36
socket,21,20,8192,32.17,4.81,56.54,1000,31.80,33.76,36.32
socket,21,20,16384,18.62,5.77,26.71,1000,18.59,21.68,23.81
socket,21,20,32768,49.23,13.06,59.77,1000,48.99,55.84,60.32
socket,21,20,65536,106.79,64.18,119.43,1000,106.22,122.28,129.09
socket,21,20,131072,222.32,176.66,238.29,1000,222.64,253.70,265.94
socket,21,20,262144,481.17,422.73,500.12,1000,477.72,555.09,607.94
