algorithm,cores,iterations,size,latency,min,max
4,158,1000,32768,396.65,1.03,3480.94
4,158,1000,65536,314.39,1.86,964.62
4,158,1000,131072,605.06,3.72,1715.70
4,158,1000,262144,2470.06,90.38,18546.86
4,158,1000,524288,2589.02,74.80,6836.15
4,158,1000,1048576,5061.16,160.34,10600.27
4,162,1000,1,7.64,0.10,22.16
4,162,1000,2,8.73,0.10,26.24
4,162,1000,4,8.90,0.10,20.86
4,162,1000,8,9.03,0.10,22.37
4,162,1000,16,9.01,0.10,22.05
4,162,1000,32,9.21,0.11,22.05
4,162,1000,64,14.37,0.11,240.73
4,162,1000,128,11.08,0.11,27.75
4,162,1000,256,172.81,0.23,2320.74
4,162,1000,512,20.62,0.32,134.06
4,162,1000,1024,21.44,0.33,140.50
4,162,1000,2048,27.10,0.16,208.67
4,162,1000,4096,17.53,0.18,53.51
4,162,1000,8192,33.33,0.25,152.38
4,162,1000,16384,79.96,0.49,277.66
4,162,1000,32768,202.21,0.98,1120.89
4,162,1000,65536,412.62,1.93,1863.39
4,162,1000,131072,756.64,3.90,3189.55
4,162,1000,262144,2009.77,62.77,10102.80
4,162,1000,524288,3382.75,89.13,18779.75
4,162,1000,1048576,5546.60,174.42,17409.08
4,166,1000,1,9.38,0.10,28.86
4,166,1000,2,9.03,0.11,21.85
4,166,1000,4,9.73,0.10,22.63
4,166,1000,8,9.74,0.10,24.12
4,166,1000,16,9.67,0.10,23.54
4,166,1000,32,9.84,0.11,24.98
4,166,1000,64,15.08,0.11,159.15
4,166,1000,128,11.52,0.11,29.03
4,166,1000,256,19.73,0.22,209.71
4,166,1000,512,13.57,0.31,34.74
4,166,1000,1024,14.88,0.32,42.05
4,166,1000,2048,306.37,0.19,4038.90
4,166,1000,4096,32.75,0.19,337.40
4,166,1000,8192,59.76,0.25,486.19
4,166,1000,16384,87.87,0.49,341.28
4,166,1000,32768,209.01,0.97,1163.06
4,166,1000,65536,358.76,1.89,1178.62
4,166,1000,131072,749.03,3.83,2691.94
4,166,1000,262144,1732.01,41.67,4602.21
4,166,1000,524288,3456.64,93.77,11683.96
4,166,1000,1048576,6539.21,153.83,11306.52
4,170,1000,1,10.09,0.11,24.28
4,170,1000,2,10.82,0.10,31.27
4,170,1000,4,10.64,0.10,26.21
4,170,1000,8,10.41,0.10,26.25
4,170,1000,16,28.00,0.10,528.91
4,170,1000,32,10.57,0.11,26.22
4,170,1000,64,11.86,0.11,29.44
4,170,1000,128,12.23,0.11,28.98
4,170,1000,256,12.50,0.21,29.61
4,170,1000,512,13.69,0.34,31.74
4,170,1000,1024,15.05,0.36,35.68
4,170,1000,2048,158.68,0.17,2095.22
4,170,1000,4096,21.88,0.19,62.58
4,170,1000,8192,118.92,0.26,1467.80
4,170,1000,16384,143.56,0.51,1208.00
4,170,1000,32768,241.84,1.00,1337.69
4,170,1000,65536,439.43,1.97,2058.04
4,170,1000,131072,843.93,3.94,3113.03
4,170,1000,262144,1641.22,69.78,5767.27
4,170,1000,524288,4005.23,270.58,19964.92
4,170,1000,1048576,6764.00,175.35,15261.92
4,174,1000,1,24.56,0.11,305.58
4,174,1000,2,11.36,0.10,29.06
4,174,1000,4,11.45,0.10,28.93
4,174,1000,8,11.37,0.10,29.17
4,174,1000,16,11.47,0.10,28.99
4,174,1000,32,11.48,0.11,28.45
4,174,1000,64,13.05,0.11,31.40
4,174,1000,128,356.04,0.14,5125.21
4,174,1000,256,13.33,0.22,34.65
4,174,1000,512,25.85,0.36,159.95
4,174,1000,1024,15.84,0.53,38.52
4,174,1000,2048,19.51,0.16,53.02
4,174,1000,4096,36.90,0.19,379.17
4,174,1000,8192,85.23,0.26,1002.81
4,174,1000,16384,181.10,0.52,2035.89
4,174,1000,32768,284.12,1.00,2158.02
4,174,1000,65536,464.43,1.96,2530.60
4,174,1000,131072,925.40,4.09,4006.79
4,174,1000,262144,2082.46,43.28,12569.16
4,174,1000,524288,2952.64,62.27,4620.99
4,174,1000,1048576,7709.41,122.43,11436.14
4,178,1000,1,12.03,0.10,31.24
4,178,1000,2,12.36,0.11,32.31
4,178,1000,4,12.95,0.10,34.07
4,178,1000,8,12.95,0.10,34.46
4,178,1000,16,12.99,0.10,34.54
4,178,1000,32,12.96,0.11,34.30
4,178,1000,64,14.51,0.11,41.11
4,178,1000,128,14.67,0.11,41.85
4,178,1000,256,15.08,0.21,39.94
4,178,1000,512,16.59,0.35,49.91
4,178,1000,1024,27.73,0.53,243.03
4,178,1000,2048,20.56,0.16,55.91
4,178,1000,4096,268.93,0.22,3617.43
4,178,1000,8192,44.72,0.25,159.13
4,178,1000,16384,139.10,0.52,971.96
4,178,1000,32768,263.97,1.02,1768.24
4,178,1000,65536,509.91,2.02,3034.15
4,178,1000,131072,911.46,4.08,2972.96
4,178,1000,262144,1784.61,53.64,7527.45
4,178,1000,524288,3887.83,111.21,13460.38
4,178,1000,1048576,6854.58,280.63,17438.21
4,182,1000,1,13.40,0.10,43.77
4,182,1000,2,14.14,0.11,38.92
4,182,1000,4,14.00,0.10,37.38
4,182,1000,8,14.00,0.10,37.69
4,182,1000,16,13.95,0.10,36.71
4,182,1000,32,13.97,0.11,37.33
4,182,1000,64,15.75,0.11,42.77
4,182,1000,128,16.46,0.11,54.23
4,182,1000,256,146.32,0.24,2199.75
4,182,1000,512,17.27,0.35,47.68
4,182,1000,1024,27.48,0.36,243.65
4,182,1000,2048,23.55,0.16,125.96
4,182,1000,4096,48.75,0.19,511.77
4,182,1000,8192,60.87,0.25,314.12
4,182,1000,16384,115.52,0.51,449.57
4,182,1000,32768,215.07,0.99,565.86
4,182,1000,65536,462.47,1.96,1505.11
4,182,1000,131072,967.97,4.03,2529.08
4,182,1000,262144,3283.57,289.13,19487.73
4,182,1000,524288,4959.62,60.84,20690.46
4,182,1000,1048576,7843.35,121.09,17578.24
4,186,1000,1,14.38,0.11,51.15
4,186,1000,2,15.06,0.11,50.47
4,186,1000,4,27.92,0.10,411.62
4,186,1000,8,14.94,0.10,45.37
4,186,1000,16,124.46,0.11,1825.75
4,186,1000,32,49.18,0.11,652.80
4,186,1000,64,375.01,0.14,5536.65
4,186,1000,128,161.46,0.12,2727.41
4,186,1000,256,117.13,0.21,1469.41
4,186,1000,512,130.32,0.37,1873.80
4,186,1000,1024,34.73,0.34,387.86
4,186,1000,2048,27.11,0.16,126.70
4,186,1000,4096,28.81,0.19,77.38
4,186,1000,8192,67.03,0.25,295.90
4,186,1000,16384,145.82,0.52,674.54
4,186,1000,32768,339.15,1.03,2670.65
4,186,1000,65536,468.10,1.97,1145.44
4,186,1000,131072,1016.73,4.12,2578.49
4,186,1000,262144,2804.48,351.39,14521.22
4,186,1000,524288,4835.69,109.04,19321.48
4,186,1000,1048576,7967.46,726.02,21573.72
4,190,1000,1,295.77,0.16,5428.66
4,190,1000,2,280.66,0.13,5100.97
4,190,1000,4,91.64,0.11,1693.38
4,190,1000,8,21.18,0.10,168.49
4,190,1000,16,18.76,0.10,168.61
4,190,1000,32,17.71,0.11,119.11
4,190,1000,64,31.17,0.11,328.21
4,190,1000,128,17.17,0.11,49.34
4,190,1000,256,17.64,0.22,50.21
4,190,1000,512,22.02,0.35,103.89
4,190,1000,1024,20.96,0.57,59.23
4,190,1000,2048,37.60,0.16,330.67
4,190,1000,4096,30.66,0.19,81.52
4,190,1000,8192,79.58,0.26,658.97
4,190,1000,16384,147.99,0.52,830.61
4,190,1000,32768,253.44,1.00,692.73
4,190,1000,65536,535.03,1.99,1965.17
4,190,1000,131072,1147.38,4.01,3395.55
4,190,1000,262144,1920.03,114.77,4972.31
4,190,1000,524288,4057.48,366.70,10609.39
4,190,1000,1048576,9747.34,668.47,22569.43
4,194,1000,1,17.12,0.10,50.52
4,194,1000,2,16.73,0.11,41.29
4,194,1000,4,16.90,0.10,41.07
4,194,1000,8,17.53,0.10,57.71
4,194,1000,16,17.32,0.10,48.32
4,194,1000,32,147.91,0.12,2610.99
4,194,1000,64,296.52,0.12,4784.70
4,194,1000,128,163.98,0.12,2851.18
4,194,1000,256,167.02,0.17,2712.03
4,194,1000,512,155.23,0.16,2178.41
4,194,1000,1024,113.62,0.17,1714.48
4,194,1000,2048,67.56,0.17,878.80
4,194,1000,4096,90.11,0.19,1120.33
4,194,1000,8192,68.46,0.26,334.06
4,194,1000,16384,273.38,0.54,2727.75
4,194,1000,32768,387.08,1.06,2913.95
4,194,1000,65536,558.86,2.02,1933.85
4,194,1000,131072,1273.45,4.16,5497.68
4,194,1000,262144,2982.56,429.55,13486.38
4,194,1000,524288,4257.42,374.12,9580.81
4,194,1000,1048576,10378.23,1776.23,23515.83
4,198,1000,1,16.92,0.10,46.45
4,198,1000,2,183.56,0.12,2657.71
4,198,1000,4,16.92,0.10,42.37
4,198,1000,8,17.01,0.10,46.29
4,198,1000,16,151.34,0.12,2925.14
4,198,1000,32,33.55,0.11,425.48
4,198,1000,64,47.67,0.11,543.03
4,198,1000,128,18.68,0.11,46.44
4,198,1000,256,19.19,0.14,47.91
4,198,1000,512,20.87,0.15,55.74
4,198,1000,1024,22.68,0.15,58.33
4,198,1000,2048,128.13,0.17,2276.14
4,198,1000,4096,50.67,0.19,482.18
4,198,1000,8192,76.03,0.26,555.35
4,198,1000,16384,174.46,0.55,1601.90
4,198,1000,32768,300.88,1.04,1474.57
4,198,1000,65536,681.41,2.10,4043.47
4,198,1000,131072,1191.11,4.13,2747.45
4,198,1000,262144,3336.76,1695.98,15014.11
4,198,1000,524288,3928.80,120.85,5705.16
4,198,1000,1048576,11671.05,1206.85,24058.72
4,202,1000,1,29.92,0.11,438.39
4,202,1000,2,17.44,0.11,44.66
4,202,1000,4,17.62,0.10,44.79
4,202,1000,8,28.32,0.10,362.06
4,202,1000,16,17.38,0.10,44.31
4,202,1000,32,224.72,0.13,3516.28
4,202,1000,64,208.77,0.12,3535.44
4,202,1000,128,51.45,0.11,762.53
4,202,1000,256,19.58,0.14,50.31
4,202,1000,512,25.29,0.15,161.69
4,202,1000,1024,36.40,0.15,443.38
4,202,1000,2048,140.13,0.18,2293.42
4,202,1000,4096,61.40,0.19,624.88
4,202,1000,8192,68.24,0.26,276.25
4,202,1000,16384,180.77,0.55,1159.12
4,202,1000,32768,343.84,1.06,1953.72
4,202,1000,65536,584.65,2.05,1591.48
4,202,1000,131072,1273.20,4.24,3563.81
4,202,1000,262144,3060.33,1091.43,12774.41
4,202,1000,524288,5959.34,1871.86,19631.67
4,202,1000,1048576,11492.98,779.90,23309.46
4,206,1000,1,16.77,0.11,61.58
4,206,1000,2,51.38,0.11,865.53
4,206,1000,4,238.62,0.13,4197.23
4,206,1000,8,44.26,0.11,607.79
4,206,1000,16,21.26,0.10,138.00
4,206,1000,32,20.08,0.11,105.34
4,206,1000,64,27.40,0.11,326.28
4,206,1000,128,20.73,0.11,86.33
4,206,1000,256,19.83,0.14,53.31
4,206,1000,512,28.64,0.15,263.47
4,206,1000,1024,23.50,0.15,65.80
4,206,1000,2048,26.79,0.16,74.74
4,206,1000,4096,38.65,0.19,142.65
4,206,1000,8192,84.46,0.27,606.97
4,206,1000,16384,143.36,0.55,471.70
4,206,1000,32768,342.14,1.09,2093.24
4,206,1000,65536,623.38,2.10,2637.91
4,206,1000,131072,1305.96,4.26,4010.56
4,206,1000,262144,3541.41,681.66,14646.13
4,206,1000,524288,6144.74,201.88,20362.93
4,206,1000,1048576,12212.59,1197.75,23543.96
4,210,1000,1,16.13,0.11,46.64
4,210,1000,2,17.73,0.11,56.85
4,210,1000,4,122.88,0.11,2116.96
4,210,1000,8,186.94,0.12,2964.57
4,210,1000,16,17.19,0.10,47.43
4,210,1000,32,17.11,0.11,46.32
4,210,1000,64,26.00,0.11,200.79
4,210,1000,128,22.96,0.11,122.39
4,210,1000,256,33.82,0.14,261.58
4,210,1000,512,39.74,0.15,361.34
4,210,1000,1024,31.76,0.15,246.01
4,210,1000,2048,40.94,0.16,326.90
4,210,1000,4096,37.58,0.19,99.92
4,210,1000,8192,67.41,0.26,171.40
4,210,1000,16384,169.79,0.56,984.50
4,210,1000,32768,393.37,1.11,2771.36
4,210,1000,65536,631.64,2.13,2214.28
4,210,1000,131072,1331.95,4.23,3306.50
4,210,1000,262144,3927.36,419.26,15683.28
4,210,1000,524288,5592.02,233.11,9853.10
4,210,1000,1048576,12645.29,1005.08,26196.19
4,214,1000,1,16.34,0.11,47.42
4,214,1000,2,171.16,0.14,3646.50
4,214,1000,4,194.78,0.12,3538.60
4,214,1000,8,28.36,0.10,222.73
4,214,1000,16,17.42,0.10,48.80
4,214,1000,32,17.27,0.11,48.33
4,214,1000,64,92.14,0.11,1367.38
4,214,1000,128,21.88,0.11,108.56
4,214,1000,256,20.07,0.14,58.59
4,214,1000,512,21.76,0.15,60.83
4,214,1000,1024,24.08,0.15,66.61
4,214,1000,2048,27.77,0.16,75.62
4,214,1000,4096,39.80,0.19,107.39
4,214,1000,8192,69.99,0.27,176.99
4,214,1000,16384,149.29,0.57,461.29
4,214,1000,32768,338.49,1.11,1577.76
4,214,1000,65536,646.98,2.17,2311.46
4,214,1000,131072,1351.97,4.32,3384.18
4,214,1000,262144,3586.02,864.91,12531.36
4,214,1000,524288,6686.18,927.40,20170.84
4,214,1000,1048576,12282.37,988.19,26293.11
4,218,1000,1,18.13,0.11,87.09
4,218,1000,2,115.12,0.12,2160.25
4,218,1000,4,198.84,0.12,3239.39
4,218,1000,8,17.23,0.10,49.63
4,218,1000,16,20.21,0.10,114.37
4,218,1000,32,17.23,0.11,52.74
4,218,1000,64,39.44,0.11,413.91
4,218,1000,128,19.65,0.11,55.46
4,218,1000,256,20.65,0.14,58.03
4,218,1000,512,22.38,0.15,63.94
4,218,1000,1024,24.28,0.15,78.08
4,218,1000,2048,28.37,0.16,78.82
4,218,1000,4096,45.50,0.19,174.87
4,218,1000,8192,79.72,0.28,329.11
4,218,1000,16384,150.37,0.57,361.70
4,218,1000,32768,378.11,1.12,2397.47
4,218,1000,65536,673.11,2.15,2466.52
4,218,1000,131072,1393.31,4.28,3114.52
4,218,1000,262144,2822.95,85.73,4919.03
4,218,1000,524288,6666.83,850.82,18051.74
4,218,1000,1048576,13359.95,1102.48,25634.76
4,222,1000,1,16.66,0.11,60.92
4,222,1000,2,158.89,0.16,3464.82
4,222,1000,4,117.70,0.11,1548.43
4,222,1000,8,17.48,0.10,53.98
4,222,1000,16,25.49,0.10,343.48
4,222,1000,32,17.45,0.11,54.36
4,222,1000,64,64.85,0.11,1219.71
4,222,1000,128,59.87,0.12,1028.78
4,222,1000,256,20.74,0.14,61.88
4,222,1000,512,24.14,0.15,132.04
4,222,1000,1024,27.07,0.15,166.01
4,222,1000,2048,39.86,0.17,369.59
4,222,1000,4096,43.68,0.20,189.77
4,222,1000,8192,74.92,0.27,262.06
4,222,1000,16384,172.84,0.59,850.26
4,222,1000,32768,355.09,1.12,1832.85
4,222,1000,65536,722.97,2.21,3647.44
4,222,1000,131072,1435.87,4.38,4436.22
4,222,1000,262144,3202.08,324.71,8359.67
4,222,1000,524288,5971.74,560.58,10464.77
4,222,1000,1048576,14285.16,962.04,26084.20
4,226,1000,1,17.66,0.11,59.29
4,226,1000,2,19.10,0.11,113.70
4,226,1000,4,112.18,0.12,1909.03
4,226,1000,8,20.98,0.11,143.43
4,226,1000,16,118.41,0.12,1918.32
4,226,1000,32,18.23,0.11,72.28
4,226,1000,64,27.35,0.11,254.85
4,226,1000,128,22.67,0.11,156.19
4,226,1000,256,22.06,0.14,67.68
4,226,1000,512,24.03,0.15,72.77
4,226,1000,1024,26.30,0.15,77.99
4,226,1000,2048,30.10,0.17,90.78
4,226,1000,4096,44.35,0.20,123.76
4,226,1000,8192,77.18,0.27,203.11
4,226,1000,16384,163.49,0.57,527.93
4,226,1000,32768,327.62,1.09,934.95
4,226,1000,65536,667.27,2.10,1902.35
4,226,1000,131072,1429.67,4.20,3304.24
4,226,1000,262144,4610.65,704.58,16340.78
4,226,1000,524288,6282.26,105.01,8213.04
4,226,1000,1048576,15538.65,204.50,19575.45
4,230,1000,1,171.69,0.14,3722.75
4,230,1000,2,314.43,0.18,6453.67
4,230,1000,4,20.62,0.11,192.62
4,230,1000,8,153.73,0.11,2305.60
4,230,1000,16,213.13,0.12,4571.11
4,230,1000,32,22.84,0.11,111.23
4,230,1000,64,239.53,0.12,3801.83
4,230,1000,128,36.39,0.12,414.44
4,230,1000,256,239.49,0.16,4943.72
4,230,1000,512,43.79,0.15,538.21
4,230,1000,1024,36.21,0.16,307.77
4,230,1000,2048,31.04,0.17,124.70
4,230,1000,4096,45.47,0.20,124.62
4,230,1000,8192,371.18,0.32,6158.49
4,230,1000,16384,240.91,0.60,1601.86
4,230,1000,32768,383.46,1.14,1785.85
4,230,1000,65536,851.42,2.23,5514.52
4,230,1000,131072,1480.34,4.35,3743.89
4,230,1000,262144,3561.60,153.12,5456.16
4,230,1000,524288,8131.32,1996.81,18635.24
4,230,1000,1048576,16267.04,947.77,28389.08
4,234,1000,1,155.73,0.16,4009.07
4,234,1000,2,146.50,0.13,2605.12
4,234,1000,4,119.01,0.12,2031.20
4,234,1000,8,17.33,0.11,66.31
4,234,1000,16,198.11,0.12,4549.71
4,234,1000,32,212.65,0.13,4113.08
4,234,1000,64,74.14,0.12,1170.12
4,234,1000,128,35.80,0.12,424.39
4,234,1000,256,61.98,0.15,1004.08
4,234,1000,512,23.75,0.15,72.80
4,234,1000,1024,28.62,0.16,144.32
4,234,1000,2048,30.97,0.17,91.09
4,234,1000,4096,49.02,0.20,168.26
4,234,1000,8192,86.44,0.28,270.64
4,234,1000,16384,184.00,0.59,850.81
4,234,1000,32768,359.43,1.13,1397.63
4,234,1000,65536,731.62,2.19,2824.11
4,234,1000,131072,1533.69,4.40,4368.43
4,234,1000,262144,4236.63,433.96,9972.57
4,234,1000,524288,7758.56,227.91,14790.89
4,234,1000,1048576,17977.21,388.52,25587.34
4,238,1000,1,17.49,0.11,67.58
4,238,1000,2,235.75,0.16,5269.70
4,238,1000,4,34.97,0.11,421.74
4,238,1000,8,84.35,0.11,1630.13
4,238,1000,16,85.74,0.11,1667.56
4,238,1000,32,27.11,0.11,225.95
4,238,1000,64,97.33,0.12,2037.17
4,238,1000,128,30.08,0.12,374.22
4,238,1000,256,76.25,0.15,1497.54
4,238,1000,512,112.02,0.16,2195.08
4,238,1000,1024,50.05,0.17,836.96
4,238,1000,2048,33.36,0.17,123.34
4,238,1000,4096,48.87,0.20,234.41
4,238,1000,8192,82.56,0.28,219.31
4,238,1000,16384,182.79,0.59,843.90
4,238,1000,32768,385.92,1.15,1821.44
4,238,1000,65536,733.84,2.19,2353.95
4,238,1000,131072,1564.09,4.34,4170.87
4,238,1000,262144,4103.91,238.80,9540.07
4,238,1000,524288,7655.74,341.98,10744.39
4,238,1000,1048576,16467.09,474.97,21166.62
4,242,1000,1,17.36,0.12,72.81
4,242,1000,2,17.89,0.12,59.90
4,242,1000,4,17.98,0.11,61.98
4,242,1000,8,198.40,0.13,3866.71
4,242,1000,16,41.50,0.11,508.67
4,242,1000,32,17.91,0.11,64.06
4,242,1000,64,22.36,0.11,162.56
4,242,1000,128,20.67,0.12,68.73
4,242,1000,256,22.77,0.15,78.53
4,242,1000,512,26.95,0.15,123.54
4,242,1000,1024,26.71,0.16,83.61
4,242,1000,2048,32.16,0.17,99.52
4,242,1000,4096,50.01,0.20,188.74
4,242,1000,8192,88.46,0.28,334.96
4,242,1000,16384,177.78,0.59,530.84
4,242,1000,32768,375.06,1.14,1251.81
4,242,1000,65536,755.77,2.22,2638.13
4,242,1000,131072,1603.11,4.31,4711.79
4,242,1000,262144,5092.33,994.12,17931.38
4,242,1000,524288,8264.95,937.42,16113.43
4,242,1000,1048576,17769.38,366.13,27814.47
4,246,1000,1,17.12,0.12,71.70
4,246,1000,2,17.79,0.12,78.96
4,246,1000,4,29.33,0.11,428.48
4,246,1000,8,19.74,0.11,110.59
4,246,1000,16,17.84,0.11,70.66
4,246,1000,32,104.91,0.12,1679.44
4,246,1000,64,277.11,0.16,6288.34
4,246,1000,128,38.50,0.12,617.90
4,246,1000,256,24.20,0.15,140.97
4,246,1000,512,26.00,0.16,84.17
4,246,1000,1024,35.90,0.16,242.61
4,246,1000,2048,41.48,0.17,256.85
4,246,1000,4096,66.46,0.21,496.88
4,246,1000,8192,142.31,0.30,1345.56
4,246,1000,16384,237.34,0.61,1461.78
4,246,1000,32768,390.11,1.15,1399.54
4,246,1000,65536,779.90,2.22,2975.41
4,246,1000,131072,1638.69,4.38,5248.47
4,246,1000,262144,3253.13,150.54,4972.23
4,246,1000,524288,9428.45,1356.97,20650.19
4,246,1000,1048576,16483.25,483.52,21256.27
4,250,1000,1,184.08,0.16,3658.12
4,250,1000,2,142.00,0.15,3429.99
4,250,1000,4,350.34,0.14,7125.08
4,250,1000,8,266.55,0.13,6028.12
4,250,1000,16,129.54,0.12,2999.72
4,250,1000,32,18.53,0.12,107.97
4,250,1000,64,21.87,0.12,132.93
4,250,1000,128,24.90,0.12,188.98
4,250,1000,256,23.34,0.15,77.58
4,250,1000,512,27.08,0.16,161.65
4,250,1000,1024,28.99,0.16,90.80
4,250,1000,2048,34.77,0.18,154.80
4,250,1000,4096,50.71,0.21,145.38
4,250,1000,8192,89.06,0.29,245.45
4,250,1000,16384,188.43,0.60,772.15
4,250,1000,32768,382.71,1.15,1304.34
4,250,1000,65536,756.24,2.19,2040.64
4,250,1000,131072,1643.94,4.32,4313.38
4,250,1000,262144,5564.02,63.94,15789.62
4,250,1000,524288,8374.97,103.36,13473.74
4,250,1000,1048576,19535.07,1168.65,32595.66
4,254,1000,1,305.60,0.16,4146.06
4,254,1000,2,300.25,0.19,6181.72
4,254,1000,4,17.19,0.11,79.52
4,254,1000,8,20.22,0.11,147.02
4,254,1000,16,17.13,0.11,83.81
4,254,1000,32,19.31,0.12,148.57
4,254,1000,64,30.51,0.12,457.18
4,254,1000,128,20.21,0.12,75.35
4,254,1000,256,24.49,0.15,83.69
4,254,1000,512,29.24,0.16,164.98
4,254,1000,1024,30.51,0.17,99.79
4,254,1000,2048,35.29,0.18,110.46
4,254,1000,4096,66.80,0.21,532.12
4,254,1000,8192,96.05,0.29,320.10
4,254,1000,16384,457.63,0.63,5385.54
4,254,1000,32768,441.02,1.16,2672.61
4,254,1000,65536,816.74,2.22,3373.86
4,254,1000,131072,1723.26,4.45,5838.53
4,254,1000,262144,5318.06,103.35,14626.97
4,254,1000,524288,10320.63,179.70,17511.03
4,254,1000,1048576,21304.74,772.08,34586.27
