mapby,p,comm,size,latency,min,max,iterations,p50,p95,p99
cache,2,1,1,0.13,0.07,0.19,1000,0.13,0.14,0.15
cache,2,1,2,0.13,0.07,0.19,1000,0.13,0.14,0.14
cache,2,1,4,0.15,0.08,0.22,1000,0.14,0.18,0.19
cache,2,1,8,0.13,0.07,0.19,1000,0.13,0.14,0.15
cache,2,1,16,0.15,0.08,0.22,1000,0.15,0.18,0.19
cache,2,1,32,0.15,0.07,0.22,1000,0.14,0.18,0.19
cache,2,1,64,0.15,0.07,0.23,1000,0.14,0.18,0.19
cache,2,1,128,0.18,0.12,0.25,1000,0.18,0.21,0.22
cache,2,1,256,0.21,0.12,0.29,1000,0.20,0.23,0.26
cache,2,1,512,0.23,0.13,0.33,1000,0.23,0.26,0.28
cache,2,1,1024,0.25,0.13,0.38,1000,0.25,0.28,0.29
cache,2,1,2048,0.32,0.16,0.48,1000,0.32,0.36,0.41
cache,2,1,4096,0.42,0.24,0.60,1000,0.41,0.46,0.50
cache,2,1,8192,0.63,0.38,0.87,1000,0.62,0.67,0.75
cache,2,1,16384,1.06,0.72,1.40,1000,0.98,1.10,3.91
cache,2,1,32768,1.87,1.32,2.42,1000,1.84,2.00,2.21
cache,2,1,65536,3.42,2.49,4.35,1000,3.38,3.57,4.02
cache,2,1,131072,6.16,4.38,7.94,1000,6.16,6.50,7.30
cache,2,1,262144,34.26,29.17,39.35,1000,33.57,37.21,41.16
cache,2,1,524288,72.02,59.66,84.38,1000,72.14,77.86,80.44
cache,2,1,1048576,143.41,116.67,170.16,1000,143.25,153.05,158.14
cache,3,2,1,0.16,0.10,0.28,1000,0.16,0.19,0.20
cache,3,2,2,0.17,0.10,0.31,1000,0.16,0.21,0.22
cache,3,2,4,0.16,0.10,0.30,1000,0.16,0.19,0.21
cache,3,2,8,0.16,0.10,0.30,1000,0.16,0.19,0.21
cache,3,2,16,0.17,0.10,0.31,1000,0.17,0.21,0.22
cache,3,2,32,0.17,0.10,0.30,1000,0.16,0.20,0.22
cache,3,2,64,0.16,0.10,0.28,1000,0.16,0.18,0.21
cache,3,2,128,0.23,0.16,0.36,1000,0.22,0.27,0.29
cache,3,2,256,0.23,0.16,0.38,1000,0.22,0.28,0.29
cache,3,2,512,0.24,0.16,0.39,1000,0.23,0.25,0.28
cache,3,2,1024,0.27,0.17,0.46,1000,0.26,0.31,0.33
cache,3,2,2048,0.32,0.20,0.57,1000,0.32,0.34,0.36
cache,3,2,4096,0.44,0.28,0.76,1000,0.42,0.51,0.53
cache,3,2,8192,0.64,0.35,1.14,1000,0.63,0.76,0.84
cache,3,2,16384,1.22,0.76,2.11,1000,1.20,1.39,1.45
cache,3,2,32768,2.53,1.63,4.31,1000,2.52,2.92,3.08
cache,3,2,65536,5.03,3.29,8.49,1000,5.15,5.74,5.93
cache,3,2,131072,8.95,5.36,16.05,1000,8.88,10.85,11.83
cache,3,2,262144,51.76,27.95,72.61,1000,50.82,58.00,59.09
cache,3,2,524288,98.32,50.59,140.51,1000,97.61,102.35,108.91
cache,3,2,1048576,192.11,97.54,275.26,1000,190.56,198.85,209.59
cache,4,3,1,0.20,0.10,0.49,1000,0.19,0.26,0.31
cache,4,3,2,0.20,0.10,0.49,1000,0.19,0.26,0.30
cache,4,3,4,0.20,0.10,0.48,1000,0.19,0.26,0.31
cache,4,3,8,0.20,0.10,0.48,1000,0.19,0.26,0.30
cache,4,3,16,0.20,0.10,0.48,1000,0.19,0.25,0.31
cache,4,3,32,0.20,0.10,0.48,1000,0.19,0.25,0.30
cache,4,3,64,0.20,0.10,0.49,1000,0.19,0.26,0.33
cache,4,3,128,0.26,0.15,0.59,1000,0.25,0.33,0.38
cache,4,3,256,0.27,0.15,0.61,1000,0.26,0.33,0.37
cache,4,3,512,0.29,0.16,0.67,1000,0.28,0.35,0.42
cache,4,3,1024,0.31,0.17,0.72,1000,0.30,0.38,0.43
cache,4,3,2048,0.38,0.20,0.92,1000,0.38,0.46,0.51
cache,4,3,4096,0.66,0.32,1.66,1000,0.56,0.65,0.70
cache,4,3,8192,0.86,0.48,1.91,1000,0.85,0.96,1.02
cache,4,3,16384,1.66,0.85,3.73,1000,1.68,1.86,1.95
cache,4,3,32768,3.19,1.89,7.01,1000,3.26,3.61,3.85
cache,4,3,65536,6.21,3.85,13.24,1000,6.40,7.40,7.83
cache,4,3,131072,11.62,6.90,25.66,1000,11.68,13.83,16.43
cache,4,3,262144,71.46,28.16,108.98,1000,70.71,77.67,83.40
cache,4,3,524288,136.28,52.35,210.84,1000,135.29,144.29,148.90
cache,4,3,1048576,283.18,100.98,439.21,1000,280.31,294.44,303.55
core,2,1,1,0.30,0.08,0.51,1000,0.29,0.33,0.35
core,2,1,2,0.29,0.08,0.51,1000,0.29,0.33,0.34
core,2,1,4,0.29,0.07,0.51,1000,0.29,0.30,0.36
core,2,1,8,0.29,0.08,0.51,1000,0.29,0.32,0.34
core,2,1,16,0.29,0.08,0.51,1000,0.29,0.32,0.33
core,2,1,32,0.34,0.09,0.58,1000,0.33,0.39,0.42
core,2,1,64,0.33,0.08,0.58,1000,0.33,0.39,0.40
core,2,1,128,0.40,0.17,0.64,1000,0.41,0.48,0.55
core,2,1,256,0.43,0.20,0.67,1000,0.43,0.49,0.61
core,2,1,512,0.50,0.23,0.78,1000,0.50,0.61,0.67
core,2,1,1024,0.56,0.26,0.85,1000,0.53,0.65,0.69
core,2,1,2048,0.83,0.37,1.28,1000,0.82,0.92,0.96
core,2,1,4096,1.15,0.67,1.63,1000,1.13,1.26,1.33
core,2,1,8192,1.90,1.24,2.55,1000,1.87,2.02,2.09
core,2,1,16384,3.40,2.66,4.14,1000,3.31,3.76,5.59
core,2,1,32768,6.66,5.70,7.63,1000,6.34,7.51,8.14
core,2,1,65536,11.91,10.61,13.21,1000,11.81,12.90,14.95
core,2,1,131072,23.28,21.21,25.35,1000,23.14,24.77,26.17
core,2,1,262144,37.17,31.50,42.84,1000,36.49,40.17,42.18
core,2,1,524288,77.71,66.86,88.56,1000,77.42,85.32,88.97
core,2,1,1048576,165.04,139.68,190.40,1000,164.69,174.59,178.86
core,3,2,1,0.19,0.09,0.37,1000,0.20,0.26,0.28
core,3,2,2,0.19,0.09,0.37,1000,0.20,0.24,0.28
core,3,2,4,0.19,0.10,0.37,1000,0.20,0.26,0.28
core,3,2,8,0.19,0.09,0.35,1000,0.19,0.24,0.28
core,3,2,16,0.20,0.10,0.38,1000,0.20,0.27,0.30
core,3,2,32,0.21,0.11,0.39,1000,0.20,0.27,0.29
core,3,2,64,0.21,0.11,0.41,1000,0.20,0.27,0.29
core,3,2,128,0.30,0.21,0.49,1000,0.30,0.38,0.46
core,3,2,256,0.35,0.23,0.57,1000,0.34,0.42,0.48
core,3,2,512,0.41,0.26,0.70,1000,0.41,0.48,0.53
core,3,2,1024,0.46,0.30,0.77,1000,0.45,0.52,0.57
core,3,2,2048,0.63,0.43,1.00,1000,0.62,0.70,0.76
core,3,2,4096,0.96,0.71,1.43,1000,0.95,1.07,1.34
core,3,2,8192,1.80,1.58,2.23,1000,1.79,1.97,2.10
core,3,2,16384,4.04,3.50,5.06,1000,4.00,4.39,4.87
core,3,2,32768,8.43,7.10,11.01,1000,8.38,9.01,9.49
core,3,2,65536,17.02,14.30,22.40,1000,16.94,17.87,19.51
core,3,2,131072,34.74,28.91,46.20,1000,34.48,37.32,38.66
core,3,2,262144,57.99,32.92,79.81,1000,57.02,63.89,66.15
core,3,2,524288,125.40,67.97,176.23,1000,124.20,131.81,136.71
core,3,2,1048576,253.76,139.91,349.23,1000,249.67,260.36,281.80
core,4,3,1,0.32,0.11,0.93,1000,0.31,0.39,0.45
core,4,3,2,0.31,0.11,0.92,1000,0.31,0.39,0.45
core,4,3,4,0.32,0.11,0.94,1000,0.32,0.40,0.47
core,4,3,8,0.31,0.11,0.92,1000,0.31,0.38,0.44
core,4,3,16,0.32,0.11,0.92,1000,0.31,0.39,0.46
core,4,3,32,0.34,0.12,1.00,1000,0.33,0.42,0.46
core,4,3,64,0.33,0.12,0.96,1000,0.32,0.41,0.51
core,4,3,128,0.50,0.24,1.28,1000,0.49,0.59,0.69
core,4,3,256,0.57,0.25,1.50,1000,0.57,0.66,0.72
core,4,3,512,0.63,0.28,1.64,1000,0.63,0.72,0.76
core,4,3,1024,0.67,0.31,1.72,1000,0.65,0.81,0.88
core,4,3,2048,0.97,0.45,2.48,1000,0.95,1.11,1.24
core,4,3,4096,1.85,1.18,3.75,1000,1.83,2.06,2.38
core,4,3,8192,3.29,2.37,5.98,1000,3.24,3.57,3.90
core,4,3,16384,6.38,4.90,10.72,1000,6.33,6.87,7.49
core,4,3,32768,12.33,9.81,19.65,1000,12.24,13.34,15.37
core,4,3,65536,24.09,19.53,37.26,1000,23.89,25.94,27.82
core,4,3,131072,47.58,38.90,73.10,1000,47.22,51.14,52.98
core,4,3,262144,80.91,36.12,119.48,1000,79.69,90.36,93.55
core,4,3,524288,169.91,71.86,253.73,1000,168.31,179.43,185.42
core,4,3,1048576,350.77,144.03,524.42,1000,348.82,362.53,368.70
core,5,4,1,0.31,0.11,1.04,1000,0.30,0.37,0.41
core,5,4,2,0.31,0.12,1.04,1000,0.30,0.39,0.45
core,5,4,4,0.32,0.12,1.07,1000,0.31,0.39,0.44
core,5,4,8,0.31,0.11,1.05,1000,0.30,0.37,0.42
core,5,4,16,0.31,0.11,1.07,1000,0.31,0.38,0.42
core,5,4,32,0.33,0.12,1.09,1000,0.32,0.42,0.46
core,5,4,64,0.31,0.14,0.94,1000,0.29,0.39,0.44
core,5,4,128,0.52,0.28,1.41,1000,0.51,0.60,0.84
core,5,4,256,0.59,0.31,1.68,1000,0.59,0.69,0.73
core,5,4,512,0.66,0.34,1.88,1000,0.65,0.76,0.85
core,5,4,1024,0.71,0.34,2.02,1000,0.70,0.81,0.92
core,5,4,2048,1.12,0.60,2.94,1000,1.11,1.29,1.49
core,5,4,4096,2.07,1.31,4.50,1000,2.05,2.32,2.61
core,5,4,8192,4.22,2.98,8.23,1000,3.94,5.16,5.74
core,5,4,16384,7.64,5.91,13.74,1000,7.60,8.24,8.95
core,5,4,32768,14.96,11.80,25.84,1000,14.83,16.31,17.73
core,5,4,65536,29.40,23.80,49.42,1000,29.13,31.89,33.42
core,5,4,131072,58.39,48.12,96.93,1000,57.90,62.18,64.81
core,5,4,262144,120.40,38.91,186.69,1000,119.62,129.37,134.48
core,5,4,524288,251.35,79.69,392.68,1000,248.08,257.35,263.88
core,5,4,1048576,500.43,160.13,783.77,1000,499.92,514.18,520.98
core,6,5,1,0.35,0.13,1.20,1000,0.34,0.46,0.51
core,6,5,2,0.36,0.15,1.22,1000,0.34,0.49,0.60
core,6,5,4,0.35,0.13,1.21,1000,0.33,0.47,0.52
core,6,5,8,0.36,0.14,1.22,1000,0.34,0.47,0.66
core,6,5,16,0.35,0.13,1.19,1000,0.33,0.46,0.49
core,6,5,32,0.38,0.15,1.25,1000,0.36,0.50,0.64
core,6,5,64,0.38,0.16,1.21,1000,0.35,0.49,0.57
core,6,5,128,0.57,0.29,1.67,1000,0.55,0.66,0.76
core,6,5,256,0.65,0.33,2.07,1000,0.64,0.74,0.94
core,6,5,512,0.69,0.33,2.22,1000,0.68,0.79,0.86
core,6,5,1024,0.78,0.42,2.44,1000,0.77,0.89,1.03
core,6,5,2048,1.14,0.63,3.52,1000,1.13,1.30,1.48
core,6,5,4096,2.52,1.26,6.28,1000,2.44,2.96,3.49
core,6,5,8192,4.27,1.87,9.58,1000,4.13,5.35,5.92
core,6,5,16384,7.68,3.28,15.08,1000,7.60,8.16,9.52
core,6,5,32768,15.44,6.91,28.55,1000,15.31,16.34,18.42
core,6,5,65536,30.54,14.00,55.06,1000,30.30,32.76,35.54
core,6,5,131072,60.79,28.23,108.80,1000,60.40,64.00,68.94
core,6,5,262144,123.43,37.76,199.37,1000,121.89,138.36,143.54
core,6,5,524288,276.86,78.67,449.13,1000,272.98,288.69,300.19
core,6,5,1048576,556.38,159.11,904.56,1000,555.94,571.32,578.68
core,7,6,1,0.36,0.16,1.22,1000,0.33,0.54,0.66
core,7,6,2,0.36,0.16,1.22,1000,0.33,0.52,0.67
core,7,6,4,0.36,0.15,1.20,1000,0.33,0.51,0.66
core,7,6,8,0.36,0.15,1.22,1000,0.33,0.55,0.65
core,7,6,16,0.36,0.16,1.21,1000,0.33,0.54,0.68
core,7,6,32,0.40,0.17,1.34,1000,0.36,0.58,0.74
core,7,6,64,0.40,0.18,1.28,1000,0.36,0.57,0.66
core,7,6,128,0.59,0.32,1.70,1000,0.56,0.75,0.88
core,7,6,256,0.68,0.36,2.25,1000,0.66,0.81,0.90
core,7,6,512,0.73,0.37,2.45,1000,0.72,0.84,0.94
core,7,6,1024,0.83,0.47,2.72,1000,0.82,0.97,1.07
core,7,6,2048,1.31,0.79,4.20,1000,1.27,1.63,1.98
core,7,6,4096,2.52,1.56,6.56,1000,2.50,2.75,3.51
core,7,6,8192,4.32,2.54,10.46,1000,4.12,4.86,5.96
core,7,6,16384,8.18,4.79,17.77,1000,8.07,8.72,11.17
core,7,6,32768,16.33,9.74,32.79,1000,16.20,17.00,20.18
core,7,6,65536,32.27,19.61,62.88,1000,32.05,34.40,38.97
core,7,6,131072,64.65,39.22,123.55,1000,64.32,67.36,74.22
core,7,6,262144,142.79,34.76,239.09,1000,138.34,154.92,163.96
core,7,6,524288,272.49,68.46,458.01,1000,270.44,294.63,302.02
core,7,6,1048576,587.61,132.68,998.72,1000,586.60,602.75,609.89
core,8,7,1,0.35,0.16,1.39,1000,0.34,0.50,0.59
core,8,7,2,0.35,0.16,1.38,1000,0.33,0.49,0.58
core,8,7,4,0.35,0.17,1.36,1000,0.33,0.50,0.60
core,8,7,8,0.35,0.16,1.37,1000,0.33,0.51,0.61
core,8,7,16,0.35,0.17,1.35,1000,0.33,0.51,0.59
core,8,7,32,0.38,0.17,1.45,1000,0.36,0.53,0.62
core,8,7,64,0.38,0.18,1.37,1000,0.36,0.53,0.58
core,8,7,128,0.60,0.34,2.04,1000,0.58,0.77,0.90
core,8,7,256,0.70,0.36,2.64,1000,0.68,0.84,0.95
core,8,7,512,0.77,0.39,3.05,1000,0.75,0.92,1.06
core,8,7,1024,0.87,0.43,3.39,1000,0.85,1.04,1.14
core,8,7,2048,1.41,0.71,4.93,1000,1.38,1.59,2.00
core,8,7,4096,2.75,1.91,7.62,1000,2.72,3.00,3.92
core,8,7,8192,4.89,3.63,11.82,1000,4.53,5.42,6.82
core,8,7,16384,9.07,6.61,20.56,1000,8.98,9.53,11.96
core,8,7,32768,18.10,13.49,39.18,1000,17.88,19.75,23.39
core,8,7,65536,35.96,26.90,75.85,1000,35.64,38.29,44.35
core,8,7,131072,71.83,53.50,149.95,1000,71.15,77.54,84.02
core,8,7,262144,184.70,37.76,312.81,1000,180.81,193.15,198.74
core,8,7,524288,360.38,70.44,618.51,1000,359.47,374.15,380.68
core,8,7,1048576,689.58,136.67,1187.62,1000,688.35,708.58,719.84
core,9,8,1,0.22,0.13,0.48,1000,0.20,0.35,0.45
core,9,8,2,0.22,0.13,0.46,1000,0.19,0.34,0.41
core,9,8,4,0.23,0.14,0.50,1000,0.21,0.36,0.42
core,9,8,8,0.23,0.13,0.51,1000,0.21,0.35,0.43
core,9,8,16,0.23,0.14,0.50,1000,0.21,0.37,0.44
core,9,8,32,0.24,0.15,0.49,1000,0.23,0.35,0.42
core,9,8,64,0.25,0.16,0.49,1000,0.23,0.37,0.43
core,9,8,128,0.42,0.30,0.70,1000,0.39,0.59,0.77
core,9,8,256,0.50,0.31,1.36,1000,0.48,0.61,0.69
core,9,8,512,0.55,0.31,1.61,1000,0.53,0.66,0.76
core,9,8,1024,0.70,0.39,2.20,1000,0.65,0.83,1.04
core,9,8,2048,1.23,0.79,3.44,1000,1.21,1.43,1.83
core,9,8,4096,2.57,1.98,5.04,1000,2.54,2.78,3.74
core,9,8,8192,4.84,4.18,7.72,1000,4.40,6.34,7.16
core,9,8,16384,9.50,8.11,18.26,1000,9.40,10.04,12.64
core,9,8,32768,19.51,16.52,40.49,1000,19.34,20.61,25.46
core,9,8,65536,39.49,33.60,83.75,1000,39.07,42.24,49.79
core,9,8,131072,78.82,66.96,168.29,1000,78.21,82.93,91.34
core,9,8,262144,206.27,36.18,350.68,1000,201.89,214.55,241.72
core,9,8,524288,401.99,70.54,696.01,1000,401.73,415.17,422.13
core,9,8,1048576,803.95,140.52,1401.23,1000,803.60,822.46,832.81
core,10,9,1,0.30,0.14,0.98,1000,0.29,0.44,0.54
core,10,9,2,0.31,0.14,0.97,1000,0.29,0.46,0.53
core,10,9,4,0.31,0.15,0.95,1000,0.29,0.44,0.52
core,10,9,8,0.31,0.15,0.96,1000,0.29,0.45,0.54
core,10,9,16,0.31,0.14,0.97,1000,0.29,0.46,0.53
core,10,9,32,0.31,0.15,0.91,1000,0.30,0.44,0.50
core,10,9,64,0.32,0.16,0.94,1000,0.31,0.44,0.52
core,10,9,128,0.46,0.30,1.03,1000,0.44,0.61,0.75
core,10,9,256,0.54,0.30,1.75,1000,0.53,0.66,0.75
core,10,9,512,0.60,0.31,2.08,1000,0.58,0.73,0.85
core,10,9,1024,0.67,0.37,2.26,1000,0.65,0.79,0.89
core,10,9,2048,1.13,0.66,4.00,1000,1.09,1.38,1.58
core,10,9,4096,2.48,1.47,5.87,1000,2.46,2.75,3.72
core,10,9,8192,4.77,2.48,8.72,1000,4.44,5.29,7.19
core,10,9,16384,9.68,4.62,19.03,1000,9.61,10.16,12.37
core,10,9,32768,20.70,9.67,42.62,1000,20.49,22.33,26.97
core,10,9,65536,42.18,19.67,88.99,1000,41.92,44.42,50.96
core,10,9,131072,87.26,39.56,187.09,1000,84.41,89.72,97.40
core,10,9,262144,201.29,38.95,349.44,1000,198.46,219.43,228.54
core,10,9,524288,426.42,72.96,748.48,1000,425.82,440.73,447.04
core,10,9,1048576,856.60,134.91,1521.10,1000,856.52,877.42,885.23
core,11,10,1,0.33,0.15,1.08,1000,0.31,0.48,0.55
core,11,10,2,0.33,0.15,1.10,1000,0.32,0.48,0.56
core,11,10,4,0.33,0.14,1.09,1000,0.30,0.50,0.58
core,11,10,8,0.33,0.15,1.11,1000,0.31,0.50,0.56
core,11,10,16,0.33,0.15,1.11,1000,0.31,0.48,0.55
core,11,10,32,0.35,0.17,1.04,1000,0.33,0.52,0.60
core,11,10,64,0.38,0.19,1.17,1000,0.36,0.55,0.64
core,11,10,128,0.51,0.28,1.30,1000,0.49,0.70,0.84
core,11,10,256,0.61,0.30,2.17,1000,0.58,0.77,0.86
core,11,10,512,0.67,0.32,2.53,1000,0.64,0.85,0.98
core,11,10,1024,0.75,0.39,2.91,1000,0.73,0.92,1.01
core,11,10,2048,1.08,0.62,4.45,1000,1.05,1.27,1.48
core,11,10,4096,2.59,1.62,6.73,1000,2.55,2.93,4.00
core,11,10,8192,5.17,3.87,9.98,1000,4.78,5.78,7.98
core,11,10,16384,10.27,6.89,21.70,1000,10.23,10.74,12.29
core,11,10,32768,22.22,14.30,48.35,1000,21.96,23.69,29.40
core,11,10,65536,45.11,28.24,99.21,1000,44.93,47.08,51.68
core,11,10,131072,95.78,57.57,213.35,1000,93.26,103.51,143.41
core,11,10,262144,213.93,36.25,378.48,1000,213.43,218.68,229.55
core,11,10,524288,429.16,70.86,764.51,1000,427.90,446.79,462.39
core,11,10,1048576,992.99,130.07,1797.50,1000,989.70,1021.83,1035.84
core,12,11,1,0.36,0.14,1.25,1000,0.35,0.53,0.64
core,12,11,2,0.37,0.18,1.24,1000,0.36,0.55,0.64
core,12,11,4,0.38,0.15,1.26,1000,0.38,0.50,0.56
core,12,11,8,0.37,0.15,1.33,1000,0.33,0.59,0.68
core,12,11,16,0.38,0.16,1.30,1000,0.36,0.58,0.64
core,12,11,32,0.39,0.22,1.19,1000,0.37,0.59,0.67
core,12,11,64,0.42,0.27,1.23,1000,0.38,0.69,0.78
core,12,11,128,0.56,0.27,1.70,1000,0.53,0.74,0.91
core,12,11,256,0.66,0.28,2.60,1000,0.64,0.83,0.92
core,12,11,512,0.70,0.32,2.92,1000,0.67,0.93,1.04
core,12,11,1024,0.82,0.35,3.45,1000,0.80,0.95,1.04
core,12,11,2048,1.23,0.53,5.30,1000,1.21,1.35,1.49
core,12,11,4096,2.95,1.25,7.56,1000,2.90,3.23,4.49
core,12,11,8192,5.64,2.63,11.19,1000,5.25,6.43,8.62
core,12,11,16384,11.53,7.73,25.76,1000,11.38,11.99,15.95
core,12,11,32768,23.94,19.21,54.51,1000,23.78,24.74,30.41
core,12,11,65536,49.10,39.01,113.97,1000,48.72,52.40,57.29
core,12,11,131072,101.77,79.38,240.76,1000,98.32,110.93,121.84
core,12,11,262144,274.54,36.19,493.88,1000,273.46,284.92,292.30
core,12,11,524288,471.41,69.91,846.39,1000,469.02,496.45,503.21
core,12,11,1048576,1114.88,138.31,2041.17,1000,1113.30,1143.31,1153.91
core,13,12,1,0.42,0.13,1.57,1000,0.41,0.57,0.64
core,13,12,2,0.43,0.13,1.60,1000,0.41,0.59,0.69
core,13,12,4,0.46,0.14,1.72,1000,0.45,0.67,0.78
core,13,12,8,0.47,0.14,1.73,1000,0.45,0.68,0.78
core,13,12,16,0.47,0.14,1.73,1000,0.46,0.68,0.76
core,13,12,32,0.48,0.17,1.69,1000,0.47,0.68,0.80
core,13,12,64,0.50,0.17,1.75,1000,0.49,0.70,0.80
core,13,12,128,0.63,0.29,1.94,1000,0.60,0.87,1.03
core,13,12,256,0.73,0.29,3.03,1000,0.71,0.96,1.09
core,13,12,512,0.80,0.33,3.40,1000,0.77,1.00,1.12
core,13,12,1024,0.89,0.37,3.92,1000,0.86,1.11,1.20
core,13,12,2048,1.32,0.59,6.14,1000,1.29,1.53,1.99
core,13,12,4096,3.19,2.49,8.47,1000,3.15,3.52,4.61
core,13,12,8192,6.25,5.19,12.42,1000,5.85,7.07,9.80
core,13,12,16384,12.69,10.68,29.26,1000,12.55,13.24,17.69
core,13,12,32768,26.15,22.00,62.24,1000,25.89,27.97,34.46
core,13,12,65536,52.78,44.22,126.52,1000,52.41,55.33,64.84
core,13,12,131072,108.23,88.57,269.10,1000,105.54,119.23,140.82
core,13,12,262144,254.39,37.24,457.91,1000,253.81,263.77,283.16
core,13,12,524288,543.01,71.39,994.36,1000,542.57,558.53,566.02
core,13,12,1048576,1232.61,138.27,2270.15,1000,1232.67,1259.38,1269.55
core,14,13,1,0.52,0.17,1.67,1000,0.51,0.71,0.80
core,14,13,2,0.56,0.18,1.80,1000,0.55,0.79,0.87
core,14,13,4,0.57,0.18,1.79,1000,0.56,0.80,0.88
core,14,13,8,0.57,0.18,1.78,1000,0.56,0.79,0.89
core,14,13,16,0.57,0.18,1.78,1000,0.56,0.79,0.88
core,14,13,32,0.59,0.20,1.85,1000,0.58,0.85,0.94
core,14,13,64,0.60,0.20,1.90,1000,0.59,0.88,1.02
core,14,13,128,0.74,0.28,2.16,1000,0.72,1.00,1.15
core,14,13,256,0.84,0.29,3.36,1000,0.81,1.09,1.20
core,14,13,512,0.91,0.33,3.84,1000,0.88,1.16,1.27
core,14,13,1024,1.00,0.36,4.40,1000,0.98,1.23,1.36
core,14,13,2048,1.44,0.57,6.80,1000,1.39,1.71,2.16
core,14,13,4096,3.30,1.89,9.94,1000,3.26,3.69,4.89
core,14,13,8192,6.40,3.17,14.45,1000,6.10,7.31,8.91
core,14,13,16384,13.25,5.69,31.80,1000,13.15,13.82,17.46
core,14,13,32768,27.73,11.18,66.18,1000,27.49,29.15,34.98
core,14,13,65536,56.00,22.14,134.97,1000,55.43,60.47,67.09
core,14,13,131072,112.68,44.10,281.33,1000,110.79,122.88,131.81
core,14,13,262144,315.26,44.35,565.83,1000,315.01,322.91,326.39
core,14,13,524288,627.05,89.88,1128.20,1000,626.73,641.33,648.39
core,14,13,1048576,1375.67,172.91,2516.66,1000,1373.65,1402.72,1415.21
core,15,14,1,0.63,0.22,2.13,1000,0.61,0.86,0.97
core,15,14,2,0.62,0.21,2.10,1000,0.60,0.88,1.01
core,15,14,4,0.63,0.20,2.12,1000,0.62,0.88,1.07
core,15,14,8,0.64,0.24,2.10,1000,0.62,0.89,1.07
core,15,14,16,0.63,0.22,2.13,1000,0.62,0.88,1.06
core,15,14,32,0.66,0.22,2.22,1000,0.65,0.94,1.10
core,15,14,64,0.66,0.23,2.14,1000,0.65,0.92,1.07
core,15,14,128,0.83,0.25,2.79,1000,0.82,1.12,1.23
core,15,14,256,0.94,0.26,4.18,1000,0.93,1.24,1.38
core,15,14,512,1.00,0.31,4.62,1000,0.98,1.30,1.45
core,15,14,1024,1.11,0.36,5.20,1000,1.08,1.40,1.57
core,15,14,2048,1.67,0.56,8.08,1000,1.63,1.97,2.58
core,15,14,4096,3.72,1.69,12.05,1000,3.67,4.11,5.90
core,15,14,8192,7.30,4.67,18.78,1000,6.82,9.52,11.78
core,15,14,16384,13.97,7.99,36.29,1000,13.79,14.67,19.64
core,15,14,32768,28.84,15.81,72.29,1000,28.51,30.94,38.12
core,15,14,65536,58.64,30.62,143.64,1000,58.17,61.87,68.87
core,15,14,131072,126.75,61.57,297.89,1000,123.84,137.80,146.45
core,15,14,262144,339.99,43.74,613.67,1000,339.38,348.14,358.25
core,15,14,524288,687.05,88.89,1235.89,1000,686.66,704.99,716.06
core,15,14,1048576,1261.89,157.11,2295.24,1000,1257.65,1298.83,1318.37
core,16,15,1,0.71,0.31,2.48,1000,0.68,1.00,1.12
core,16,15,2,0.70,0.31,2.47,1000,0.67,1.01,1.15
core,16,15,4,0.72,0.31,2.50,1000,0.69,1.05,1.24
core,16,15,8,0.71,0.29,2.47,1000,0.69,1.04,1.17
core,16,15,16,0.69,0.29,2.41,1000,0.67,0.99,1.14
core,16,15,32,0.72,0.34,2.55,1000,0.69,1.03,1.17
core,16,15,64,0.72,0.34,2.47,1000,0.69,1.03,1.16
core,16,15,128,0.90,0.54,3.44,1000,0.86,1.23,1.35
core,16,15,256,1.03,0.54,5.10,1000,0.98,1.34,1.46
core,16,15,512,1.08,0.57,5.51,1000,1.04,1.42,1.54
core,16,15,1024,1.23,0.64,6.13,1000,1.19,1.52,1.61
core,16,15,2048,2.00,0.94,9.54,1000,1.96,2.24,3.19
core,16,15,4096,4.52,3.28,15.20,1000,4.47,4.83,7.05
core,16,15,8192,7.87,5.91,23.15,1000,7.62,8.98,11.42
core,16,15,16384,15.28,10.91,43.47,1000,15.09,15.76,22.18
core,16,15,32768,30.76,21.33,83.67,1000,30.40,32.97,41.11
core,16,15,65536,62.35,42.30,165.84,1000,61.13,68.95,76.88
core,16,15,131072,139.95,82.86,326.42,1000,137.55,150.35,159.91
core,16,15,262144,382.22,43.22,688.32,1000,381.90,391.56,402.22
core,16,15,524288,693.11,80.01,1273.01,1000,692.82,708.72,722.90
core,16,15,1048576,1686.82,170.61,3091.61,1000,1683.80,1709.82,1744.70
core,17,16,1,0.59,0.29,1.08,1000,0.58,0.84,0.96
core,17,16,2,0.59,0.29,1.05,1000,0.58,0.84,0.98
core,17,16,4,0.58,0.28,1.06,1000,0.57,0.84,0.97
core,17,16,8,0.59,0.29,1.03,1000,0.57,0.86,0.97
core,17,16,16,0.59,0.29,1.02,1000,0.57,0.84,0.95
core,17,16,32,0.61,0.32,0.97,1000,0.60,0.86,1.02
core,17,16,64,0.61,0.31,0.98,1000,0.60,0.87,1.00
core,17,16,128,0.80,0.51,1.53,1000,0.79,1.06,1.18
core,17,16,256,0.92,0.53,3.12,1000,0.89,1.18,1.29
core,17,16,512,0.98,0.57,3.63,1000,0.96,1.23,1.39
core,17,16,1024,1.12,0.66,4.22,1000,1.09,1.38,1.53
core,17,16,2048,1.89,1.16,7.21,1000,1.83,2.12,3.12
