mapby,p,comm,size,latency,min,max,iterations,p50,p95,p99
socket,60,59,1048576,6770.66,200.13,13102.09,1000,6772.05,6850.90,7036.71
socket,61,60,1,2.66,0.16,5.26,1000,2.58,3.21,3.63
socket,61,60,2,2.64,0.16,5.17,1000,2.56,3.25,3.52
socket,61,60,4,2.67,0.21,5.24,1000,2.61,3.24,3.65
socket,61,60,8,2.70,0.19,5.52,1000,2.64,3.28,3.58
socket,61,60,16,2.72,0.20,5.44,1000,2.65,3.30,3.87
socket,61,60,32,2.88,0.24,8.89,1000,2.71,3.47,5.39
socket,61,60,64,2.93,0.25,5.80,1000,2.69,3.47,3.99
socket,61,60,128,3.51,0.56,20.55,1000,3.40,4.19,4.99
socket,61,60,256,3.54,0.58,24.21,1000,3.46,4.16,4.81
socket,61,60,512,3.56,0.64,22.44,1000,3.49,4.16,4.81
socket,61,60,1024,3.76,0.75,28.40,1000,3.63,4.44,6.98
socket,61,60,2048,5.31,1.08,40.32,1000,5.19,6.00,9.28
socket,61,60,4096,11.53,3.91,51.84,1000,11.37,12.67,17.25
socket,61,60,8192,25.22,13.95,79.16,1000,24.92,28.21,33.20
socket,61,60,16384,60.21,50.58,197.74,1000,60.15,66.52,69.68
socket,61,60,32768,133.11,116.42,437.52,1000,132.65,145.13,151.84
socket,61,60,65536,283.81,254.09,925.43,1000,282.46,307.23,323.55
socket,61,60,131072,593.22,532.50,1821.32,1000,587.35,649.22,690.01
socket,61,60,262144,1652.70,59.55,3170.63,1000,1648.75,1689.63,1713.30
socket,61,60,524288,2936.88,86.22,5763.81,1000,2919.87,3135.82,3269.65
socket,61,60,1048576,5748.77,163.30,11216.67,1000,5752.81,5825.71,5962.05
socket,62,61,1,2.93,0.27,4.95,1000,2.85,3.64,4.11
socket,62,61,2,2.88,0.23,4.99,1000,2.80,3.57,4.02
socket,62,61,4,2.94,0.25,4.89,1000,2.85,3.72,4.14
socket,62,61,8,2.96,0.24,5.55,1000,2.82,3.65,4.37
socket,62,61,16,3.09,0.30,7.02,1000,2.99,3.77,4.23
socket,62,61,32,3.13,0.34,5.06,1000,2.93,3.72,4.09
socket,62,61,64,2.97,0.33,4.84,1000,2.90,3.69,4.27
socket,62,61,128,3.48,0.69,18.51,1000,3.37,4.26,4.81
socket,62,61,256,3.61,0.69,21.39,1000,3.51,4.33,5.09
socket,62,61,512,3.68,0.78,21.38,1000,3.57,4.35,4.99
socket,62,61,1024,3.94,0.84,25.93,1000,3.84,4.75,5.29
socket,62,61,2048,5.62,1.17,39.35,1000,5.37,6.38,9.78
socket,62,61,4096,11.79,3.06,53.14,1000,11.65,13.28,18.83
socket,62,61,8192,25.37,11.57,81.18,1000,25.11,28.44,34.36
socket,62,61,16384,61.80,42.92,197.25,1000,61.49,69.95,75.61
socket,62,61,32768,135.26,93.37,436.26,1000,134.73,147.87,154.29
socket,62,61,65536,287.55,191.75,909.80,1000,286.12,311.10,327.45
socket,62,61,131072,601.15,381.81,1844.33,1000,595.59,650.86,682.19
socket,62,61,262144,1710.31,60.11,3271.16,1000,1707.28,1743.48,1788.12
socket,62,61,524288,3035.85,85.64,5946.15,1000,3020.94,3307.78,3400.76
socket,62,61,1048576,5818.68,164.26,11352.29,1000,5831.92,5897.76,6049.41
socket,63,62,1,2.82,0.27,4.77,1000,2.78,3.42,3.73
socket,63,62,2,2.85,0.30,4.86,1000,2.77,3.44,3.81
socket,63,62,4,2.92,0.22,4.95,1000,2.82,3.63,4.10
socket,63,62,8,3.00,0.21,6.90,1000,2.91,3.70,4.26
socket,63,62,16,2.97,0.26,5.29,1000,2.90,3.70,4.09
socket,63,62,32,2.96,0.29,6.83,1000,2.85,3.71,4.28
socket,63,62,64,3.32,0.34,6.89,1000,3.03,3.89,4.54
socket,63,62,128,3.44,0.77,14.84,1000,3.38,4.13,4.65
socket,63,62,256,3.52,0.81,21.77,1000,3.43,4.12,4.59
socket,63,62,512,3.61,0.86,20.76,1000,3.55,4.30,4.80
socket,63,62,1024,3.97,0.92,25.51,1000,3.87,4.73,5.21
socket,63,62,2048,5.57,1.20,39.76,1000,5.48,6.33,9.63
socket,63,62,4096,12.05,2.11,54.90,1000,11.91,13.19,18.85
socket,63,62,8192,25.95,6.05,82.97,1000,25.71,28.87,32.25
socket,63,62,16384,62.60,51.42,195.80,1000,62.25,71.09,78.43
socket,63,62,32768,140.17,111.46,449.39,1000,139.68,154.84,163.65
socket,63,62,65536,298.74,225.78,920.72,1000,296.89,318.98,334.13
socket,63,62,131072,626.97,450.20,1864.92,1000,623.79,673.31,699.88
socket,63,62,262144,1612.50,48.26,3143.08,1000,1610.72,1641.38,1663.85
socket,63,62,524288,3145.99,87.98,6175.64,1000,3145.54,3193.00,3254.97
socket,63,62,1048576,6200.42,170.71,12180.41,1000,6198.35,6258.01,6458.93
socket,64,63,1,3.02,0.35,9.58,1000,2.95,3.73,4.05
socket,64,63,2,3.03,0.33,9.57,1000,2.97,3.71,4.05
socket,64,63,4,3.06,0.35,9.66,1000,3.00,3.75,4.09
socket,64,63,8,3.09,0.35,9.46,1000,3.02,3.77,4.05
socket,64,63,16,3.10,0.36,9.59,1000,3.03,3.79,4.18
socket,64,63,32,3.07,0.38,9.88,1000,3.02,3.81,4.17
socket,64,63,64,3.25,0.39,11.10,1000,3.09,3.84,4.11
socket,64,63,128,3.94,0.79,25.59,1000,3.89,4.65,5.19
socket,64,63,256,4.12,0.80,34.89,1000,4.00,4.79,5.39
socket,64,63,512,4.20,0.83,37.07,1000,4.03,4.83,9.26
socket,64,63,1024,4.36,0.96,39.17,1000,4.29,5.00,5.94
socket,64,63,2048,6.08,1.49,47.68,1000,5.98,6.95,9.82
socket,64,63,4096,12.95,5.67,71.44,1000,12.90,14.41,18.85
socket,64,63,8192,27.40,14.13,121.03,1000,27.05,30.73,36.36
socket,64,63,16384,64.75,54.71,246.85,1000,64.69,71.70,78.15
socket,64,63,32768,142.36,126.35,501.03,1000,141.96,154.00,162.40
socket,64,63,65536,302.40,278.21,992.87,1000,301.85,323.13,335.95
socket,64,63,131072,621.70,569.51,1956.74,1000,617.14,663.33,712.82
socket,64,63,262144,1646.49,48.41,3209.61,1000,1644.34,1671.64,1690.71
socket,64,63,524288,3198.84,87.15,6293.03,1000,3201.68,3246.49,3278.03
socket,64,63,1048576,6273.05,169.55,12346.75,1000,6268.10,6334.49,6481.20
socket,65,64,1,2.84,0.15,8.76,1000,2.72,3.66,4.32
socket,65,64,2,2.80,0.15,8.56,1000,2.74,3.42,3.82
socket,65,64,4,2.83,0.14,8.74,1000,2.76,3.52,4.03
socket,65,64,8,2.82,0.17,8.62,1000,2.76,3.43,3.96
socket,65,64,16,2.83,0.15,8.92,1000,2.76,3.49,4.12
socket,65,64,32,2.83,0.18,8.66,1000,2.76,3.52,3.86
socket,65,64,64,3.03,0.19,8.94,1000,2.85,3.63,4.02
socket,65,64,128,3.76,0.59,24.25,1000,3.73,4.54,5.11
socket,65,64,256,3.88,0.61,29.19,1000,3.83,4.69,5.54
socket,65,64,512,3.78,0.65,29.23,1000,3.72,4.54,5.24
socket,65,64,1024,4.03,0.68,37.34,1000,3.94,4.79,6.75
socket,65,64,2048,6.38,1.32,56.27,1000,5.85,7.05,10.55
socket,65,64,4096,12.92,8.45,74.13,1000,12.78,14.34,18.84
socket,65,64,8192,27.96,18.60,122.91,1000,27.50,31.22,35.18
socket,65,64,16384,65.65,52.93,254.48,1000,65.30,73.12,80.34
socket,65,64,32768,144.40,126.05,504.05,1000,144.45,156.06,162.28
socket,65,64,65536,300.68,272.69,998.48,1000,300.84,322.39,329.33
socket,65,64,131072,615.90,569.59,1972.14,1000,615.34,646.87,669.96
socket,65,64,262144,1661.79,47.80,3249.52,1000,1660.25,1689.44,1725.17
socket,65,64,524288,3250.00,87.03,6399.80,1000,3249.01,3304.34,3382.33
socket,65,64,1048576,6257.75,168.66,12321.38,1000,6267.02,6317.88,6439.59
node,2,1,1,1.78,0.08,3.49,1000,1.71,1.82,1.91
node,2,1,2,1.74,0.08,3.40,1000,1.71,1.80,1.91
node,2,1,4,1.73,0.08,3.39,1000,1.72,1.78,1.84
node,2,1,8,1.74,0.08,3.39,1000,1.72,1.82,1.88
node,2,1,16,1.74,0.08,3.41,1000,1.72,1.82,1.90
node,2,1,32,1.86,0.08,3.63,1000,1.83,1.93,1.96
node,2,1,64,2.24,0.08,4.40,1000,2.22,2.34,2.43
node,2,1,128,2.28,0.09,4.47,1000,2.25,2.39,2.51
node,2,1,256,2.64,0.23,5.06,1000,2.61,2.74,2.83
node,2,1,512,2.79,0.36,5.22,1000,2.78,2.89,2.99
node,2,1,1024,3.19,0.64,5.75,1000,3.16,3.29,3.62
node,2,1,2048,2.99,0.15,5.82,1000,2.96,3.11,3.27
node,2,1,4096,3.36,0.19,6.53,1000,3.34,3.48,3.71
node,2,1,8192,3.83,0.26,7.39,1000,3.80,3.97,4.05
node,2,1,16384,4.31,0.64,7.98,1000,4.22,4.62,4.98
node,2,1,32768,6.03,1.28,10.78,1000,5.80,6.08,6.92
node,2,1,65536,8.31,2.50,14.11,1000,8.16,8.54,9.88
node,2,1,131072,13.25,4.92,21.59,1000,13.10,13.74,14.38
node,2,1,262144,38.58,30.14,47.02,1000,38.16,39.02,40.51
node,2,1,524288,67.76,51.14,84.38,1000,67.50,68.46,69.20
node,2,1,1048576,128.64,96.40,160.87,1000,125.29,127.28,308.06
node,3,2,1,0.26,0.08,0.46,1000,0.27,0.32,0.34
node,3,2,2,0.34,0.08,0.47,1000,0.28,0.32,0.33
node,3,2,4,0.26,0.09,0.46,1000,0.29,0.32,0.33
node,3,2,8,0.26,0.08,0.46,1000,0.26,0.32,0.33
node,3,2,16,0.26,0.08,0.46,1000,0.29,0.32,0.33
node,3,2,32,0.29,0.08,0.55,1000,0.30,0.36,0.41
node,3,2,64,0.37,0.09,0.78,1000,0.37,0.52,0.57
node,3,2,128,0.38,0.10,0.80,1000,0.39,0.54,0.59
node,3,2,256,0.57,0.22,1.10,1000,0.57,0.73,0.83
node,3,2,512,0.72,0.36,1.29,1000,0.73,0.89,0.94
node,3,2,1024,1.06,0.64,1.74,1000,1.06,1.22,1.29
node,3,2,2048,0.87,0.15,2.19,1000,0.85,1.04,1.12
node,3,2,4096,1.05,0.19,2.68,1000,1.03,1.24,1.33
node,3,2,8192,1.51,0.27,3.98,1000,1.49,1.64,1.75
node,3,2,16384,2.63,0.59,6.64,1000,2.51,2.84,3.46
node,3,2,32768,4.74,1.22,11.77,1000,4.71,5.02,5.62
node,3,2,65536,8.71,2.43,21.25,1000,8.59,8.94,9.82
node,3,2,131072,16.18,5.00,38.54,1000,16.05,16.59,17.91
node,3,2,262144,58.33,29.96,86.61,1000,57.87,59.17,60.32
node,3,2,524288,106.18,51.57,165.73,1000,105.25,106.34,109.13
node,3,2,1048576,201.58,95.69,318.49,1000,198.05,199.64,265.58
node,4,3,1,0.99,0.08,3.72,1000,0.97,1.08,1.15
node,4,3,2,1.01,0.08,3.79,1000,0.98,1.09,1.16
node,4,3,4,1.01,0.08,3.79,1000,0.98,1.08,1.25
node,4,3,8,0.99,0.08,3.72,1000,0.97,1.07,1.19
node,4,3,16,1.01,0.08,3.78,1000,0.98,1.09,1.16
node,4,3,32,1.01,0.08,3.80,1000,0.99,1.12,1.21
node,4,3,64,1.07,0.08,4.01,1000,1.04,1.20,1.36
node,4,3,128,1.09,0.09,4.07,1000,1.06,1.21,1.37
node,4,3,256,1.33,0.22,4.63,1000,1.30,1.44,1.62
node,4,3,512,1.52,0.36,5.01,1000,1.46,1.59,2.02
node,4,3,1024,1.86,0.63,5.54,1000,1.83,2.14,2.26
node,4,3,2048,1.63,0.15,6.04,1000,1.57,1.91,2.07
node,4,3,4096,1.85,0.19,6.83,1000,1.82,1.99,2.15
node,4,3,8192,2.35,0.26,8.60,1000,2.29,2.43,2.80
node,4,3,16384,3.51,0.52,12.32,1000,3.47,3.69,4.28
node,4,3,32768,6.11,1.16,20.84,1000,6.02,6.32,6.98
node,4,3,65536,10.89,2.52,35.90,1000,10.81,11.40,11.90
node,4,3,131072,20.36,5.87,63.46,1000,20.11,21.71,22.49
node,4,3,262144,81.44,29.98,130.23,1000,80.55,82.06,84.59
node,4,3,524288,151.45,52.83,250.69,1000,148.70,150.54,238.69
node,4,3,1048576,278.86,94.88,463.88,1000,276.34,278.85,377.51
node,5,4,1,0.90,0.08,4.18,1000,0.88,0.97,1.07
node,5,4,2,0.89,0.08,4.13,1000,0.88,0.95,1.01
node,5,4,4,0.89,0.08,4.14,1000,0.88,0.94,0.99
node,5,4,8,0.99,0.08,4.60,1000,0.88,0.96,1.14
node,5,4,16,0.89,0.08,4.14,1000,0.88,0.95,1.02
node,5,4,32,0.91,0.08,4.24,1000,0.90,0.97,1.16
node,5,4,64,0.97,0.08,4.49,1000,0.93,1.07,1.15
node,5,4,128,1.02,0.09,4.73,1000,0.95,1.10,1.34
node,5,4,256,1.27,0.22,5.09,1000,1.24,1.35,1.53
node,5,4,512,1.43,0.36,5.39,1000,1.42,1.54,1.64
node,5,4,1024,1.80,0.64,6.11,1000,1.78,1.90,2.07
node,5,4,2048,1.46,0.15,6.66,1000,1.43,1.56,1.88
node,5,4,4096,1.68,0.19,7.64,1000,1.67,1.81,1.90
node,5,4,8192,2.26,0.27,10.21,1000,2.15,2.29,2.67
node,5,4,16384,3.45,0.51,15.01,1000,3.39,3.55,4.18
node,5,4,32768,6.26,1.15,26.56,1000,6.23,6.45,6.98
node,5,4,65536,11.70,2.70,47.55,1000,11.52,12.62,13.83
node,5,4,131072,23.58,6.86,90.03,1000,23.37,26.19,27.09
node,5,4,262144,105.06,29.82,171.97,1000,101.06,102.68,125.40
node,5,4,524288,191.22,51.21,328.48,1000,189.62,191.94,234.65
node,5,4,1048576,365.18,96.29,633.04,1000,358.86,407.62,535.50
node,6,5,1,0.82,0.08,4.32,1000,0.81,0.86,1.06
node,6,5,2,0.80,0.08,4.26,1000,0.79,0.85,1.00
node,6,5,4,0.80,0.08,4.27,1000,0.79,0.85,0.90
node,6,5,8,0.80,0.08,4.28,1000,0.78,0.84,0.94
node,6,5,16,0.78,0.08,4.20,1000,0.77,0.83,0.88
node,6,5,32,0.79,0.08,4.31,1000,0.77,0.84,0.98
node,6,5,64,0.86,0.08,4.72,1000,0.81,0.91,1.04
node,6,5,128,0.85,0.09,4.63,1000,0.82,0.93,1.17
node,6,5,256,1.04,0.21,5.14,1000,1.03,1.12,1.34
node,6,5,512,1.23,0.35,5.59,1000,1.22,1.32,1.42
node,6,5,1024,1.57,0.63,6.27,1000,1.56,1.66,1.90
node,6,5,2048,1.32,0.15,7.18,1000,1.27,1.61,1.68
node,6,5,4096,1.47,0.19,7.91,1000,1.46,1.59,1.69
node,6,5,8192,2.07,0.26,11.11,1000,2.00,2.10,2.47
node,6,5,16384,3.41,0.55,17.52,1000,3.35,3.50,4.00
node,6,5,32768,6.35,1.16,32.13,1000,6.33,6.52,6.99
node,6,5,65536,12.41,2.41,60.91,1000,12.24,13.26,14.15
node,6,5,131072,25.75,4.75,121.64,1000,25.70,27.70,28.82
node,6,5,262144,129.24,30.21,219.23,1000,124.89,126.85,189.53
node,6,5,524288,233.16,52.36,408.15,1000,230.90,233.46,327.18
node,6,5,1048576,439.12,96.34,774.27,1000,431.47,499.74,606.72
node,7,6,1,0.68,0.08,4.26,1000,0.67,0.72,0.77
node,7,6,2,0.69,0.08,4.31,1000,0.67,0.72,0.90
node,7,6,4,0.68,0.08,4.26,1000,0.67,0.72,0.77
node,7,6,8,0.68,0.08,4.25,1000,0.67,0.72,0.77
node,7,6,16,0.68,0.08,4.23,1000,0.67,0.71,0.76
node,7,6,32,0.69,0.08,4.31,1000,0.68,0.73,0.78
node,7,6,64,0.73,0.08,4.60,1000,0.71,0.81,0.88
node,7,6,128,0.74,0.09,4.64,1000,0.73,0.81,0.88
node,7,6,256,0.98,0.21,5.21,1000,0.97,1.06,1.14
node,7,6,512,1.19,0.35,5.87,1000,1.18,1.27,1.35
node,7,6,1024,1.52,0.63,6.48,1000,1.50,1.59,1.82
node,7,6,2048,1.14,0.15,7.05,1000,1.13,1.23,1.34
node,7,6,4096,1.40,0.19,8.64,1000,1.36,1.49,1.72
node,7,6,8192,1.95,0.26,12.01,1000,1.91,2.00,2.32
node,7,6,16384,3.34,0.51,20.01,1000,3.28,3.41,4.15
node,7,6,32768,6.44,1.11,38.02,1000,6.39,6.75,7.03
node,7,6,65536,13.46,2.38,78.34,1000,13.39,14.36,15.15
node,7,6,131072,28.62,5.11,161.13,1000,27.41,29.54,47.23
node,7,6,262144,151.49,30.68,265.80,1000,149.75,151.99,230.92
node,7,6,524288,274.55,51.88,488.61,1000,271.09,274.05,404.49
node,7,6,1048576,519.45,95.01,927.96,1000,506.85,625.43,670.79
node,8,7,1,0.60,0.08,3.97,1000,0.59,0.67,0.75
node,8,7,2,0.60,0.08,4.00,1000,0.58,0.66,0.72
node,8,7,4,0.60,0.08,3.98,1000,0.58,0.67,0.71
node,8,7,8,0.59,0.08,3.95,1000,0.58,0.65,0.71
node,8,7,16,0.59,0.08,3.95,1000,0.58,0.66,0.72
node,8,7,32,0.64,0.08,4.31,1000,0.60,0.69,0.86
node,8,7,64,0.75,0.09,5.18,1000,0.73,0.85,0.95
node,8,7,128,0.76,0.09,5.23,1000,0.74,0.86,0.95
node,8,7,256,0.94,0.22,5.80,1000,0.93,1.04,1.11
node,8,7,512,1.17,0.35,6.70,1000,1.17,1.27,1.33
node,8,7,1024,1.52,0.63,7.54,1000,1.50,1.63,1.83
node,8,7,2048,1.19,0.15,8.25,1000,1.18,1.29,1.39
node,8,7,4096,1.52,0.19,10.62,1000,1.51,1.61,1.70
node,8,7,8192,2.17,0.26,15.22,1000,2.14,2.24,2.57
node,8,7,16384,3.61,0.58,24.60,1000,3.57,3.74,4.00
node,8,7,32768,6.71,1.19,44.96,1000,6.70,7.17,7.37
node,8,7,65536,13.91,2.68,92.00,1000,13.78,14.60,15.11
node,8,7,131072,29.97,6.47,189.86,1000,28.97,31.42,48.25
node,8,7,262144,172.12,30.49,306.49,1000,168.92,172.79,276.33
node,8,7,524288,313.36,52.20,566.74,1000,309.74,312.98,438.93
node,8,7,1048576,595.88,96.64,1081.02,1000,582.26,709.92,766.48
node,9,8,1,0.21,0.08,0.71,1000,0.20,0.25,0.27
node,9,8,2,0.20,0.08,0.74,1000,0.20,0.23,0.25
node,9,8,4,0.20,0.08,0.69,1000,0.19,0.22,0.24
node,9,8,8,0.19,0.08,0.65,1000,0.19,0.21,0.22
node,9,8,16,0.19,0.08,0.64,1000,0.18,0.21,0.22
node,9,8,32,0.20,0.08,0.74,1000,0.19,0.22,0.24
node,9,8,64,0.21,0.09,0.78,1000,0.20,0.28,0.33
node,9,8,128,0.21,0.09,0.80,1000,0.20,0.29,0.32
node,9,8,256,0.47,0.23,1.12,1000,0.46,0.58,0.62
node,9,8,512,0.73,0.37,2.03,1000,0.72,0.85,0.92
node,9,8,1024,1.04,0.65,2.51,1000,1.02,1.19,1.27
node,9,8,2048,0.60,0.15,3.81,1000,0.60,0.68,0.75
node,9,8,4096,1.01,0.19,7.25,1000,0.99,1.08,1.15
node,9,8,8192,1.63,0.27,12.17,1000,1.62,1.74,1.95
node,9,8,16384,3.12,0.54,23.16,1000,3.08,3.28,3.47
node,9,8,32768,7.34,1.24,55.59,1000,6.45,6.99,7.73
node,9,8,65536,14.09,2.79,103.27,1000,13.77,14.84,15.46
node,9,8,131072,29.79,7.38,207.90,1000,29.52,32.06,33.20
node,9,8,262144,192.18,30.45,340.85,1000,190.02,192.62,247.95
node,9,8,524288,348.76,51.81,633.19,1000,346.33,350.05,428.70
node,9,8,1048576,669.26,95.07,1225.73,1000,658.29,764.83,831.55
node,10,9,1,0.21,0.08,0.93,1000,0.20,0.22,0.25
node,10,9,2,0.17,0.08,0.65,1000,0.17,0.20,0.22
node,10,9,4,0.17,0.08,0.67,1000,0.16,0.19,0.21
node,10,9,8,0.17,0.08,0.61,1000,0.16,0.19,0.21
node,10,9,16,0.16,0.08,0.68,1000,0.16,0.19,0.20
node,10,9,32,0.16,0.08,0.57,1000,0.15,0.18,0.20
node,10,9,64,0.19,0.09,0.71,1000,0.19,0.26,0.33
node,10,9,128,0.20,0.09,0.74,1000,0.20,0.26,0.35
node,10,9,256,0.39,0.20,1.25,1000,0.39,0.48,0.53
node,10,9,512,0.60,0.33,2.26,1000,0.59,0.70,0.76
node,10,9,1024,0.94,0.62,2.91,1000,0.93,1.05,1.12
node,10,9,2048,0.63,0.15,4.60,1000,0.62,0.71,0.77
node,10,9,4096,0.99,0.19,7.90,1000,0.96,1.04,1.24
node,10,9,8192,1.57,0.26,12.96,1000,1.56,1.65,1.81
node,10,9,16384,3.07,0.53,25.34,1000,3.05,3.20,3.45
node,10,9,32768,6.58,1.13,54.76,1000,6.53,6.87,7.05
node,10,9,65536,13.96,2.32,114.72,1000,13.91,14.71,15.27
node,10,9,131072,31.27,4.67,246.61,1000,30.16,32.63,51.35
node,10,9,262144,211.73,30.97,381.07,1000,209.99,212.73,268.84
node,10,9,524288,395.57,53.22,725.27,1000,391.54,395.52,528.11
node,10,9,1048576,739.35,96.33,1363.07,1000,729.13,834.49,908.96
node,11,10,1,0.20,0.08,0.88,1000,0.19,0.22,0.45
node,11,10,2,0.19,0.08,0.75,1000,0.18,0.21,0.24
node,11,10,4,0.17,0.08,0.71,1000,0.17,0.19,0.21
node,11,10,8,0.17,0.08,0.64,1000,0.16,0.19,0.21
node,11,10,16,0.16,0.08,0.63,1000,0.15,0.18,0.21
node,11,10,32,0.16,0.08,0.68,1000,0.15,0.18,0.19
node,11,10,64,0.20,0.09,0.89,1000,0.18,0.25,0.32
node,11,10,128,0.21,0.09,0.93,1000,0.19,0.26,0.38
node,11,10,256,0.35,0.20,1.36,1000,0.34,0.43,0.48
node,11,10,512,0.60,0.34,2.66,1000,0.58,0.70,0.76
node,11,10,1024,0.92,0.62,3.37,1000,0.89,1.02,1.09
node,11,10,2048,0.61,0.15,4.90,1000,0.60,0.70,0.79
node,11,10,4096,0.94,0.19,8.16,1000,0.93,1.01,1.14
node,11,10,8192,1.53,0.26,13.89,1000,1.54,1.62,1.71
node,11,10,16384,3.06,0.57,27.45,1000,3.02,3.20,3.62
node,11,10,32768,7.51,1.21,69.59,1000,6.69,7.14,7.82
node,11,10,65536,14.35,2.45,130.15,1000,14.15,15.04,15.80
node,11,10,131072,30.57,5.12,266.48,1000,30.43,32.70,33.81
node,11,10,262144,237.92,31.25,433.81,1000,235.76,238.78,322.12
node,11,10,524288,432.49,52.82,799.81,1000,429.14,433.84,551.38
node,11,10,1048576,803.31,96.08,1483.57,1000,789.39,923.87,982.66
node,12,11,1,0.17,0.08,0.80,1000,0.16,0.19,0.21
node,12,11,2,0.16,0.08,0.72,1000,0.16,0.18,0.19
node,12,11,4,0.16,0.08,0.71,1000,0.16,0.18,0.19
node,12,11,8,0.16,0.08,0.72,1000,0.15,0.18,0.19
node,12,11,16,0.15,0.08,0.71,1000,0.15,0.17,0.19
node,12,11,32,0.15,0.08,0.71,1000,0.15,0.17,0.19
node,12,11,64,0.17,0.09,0.88,1000,0.17,0.21,0.24
node,12,11,128,0.19,0.09,0.98,1000,0.18,0.24,0.31
node,12,11,256,0.40,0.20,1.65,1000,0.39,0.48,0.52
node,12,11,512,0.69,0.33,3.53,1000,0.69,0.75,0.79
node,12,11,1024,1.02,0.62,4.43,1000,1.02,1.10,1.16
node,12,11,2048,0.64,0.15,5.75,1000,0.63,0.72,0.82
node,12,11,4096,0.93,0.19,8.89,1000,0.92,1.01,1.19
node,12,11,8192,1.50,0.26,14.72,1000,1.49,1.71,1.79
node,12,11,16384,3.07,0.51,30.39,1000,3.07,3.33,3.48
node,12,11,32768,7.20,1.13,71.41,1000,6.78,7.26,7.62
node,12,11,65536,15.20,2.77,150.47,1000,14.44,15.51,18.11
node,12,11,131072,31.39,6.48,294.72,1000,31.22,33.60,35.11
node,12,11,262144,258.65,31.53,472.38,1000,256.34,259.42,352.12
node,12,11,524288,478.34,53.14,890.44,1000,474.24,478.69,624.90
node,12,11,1048576,904.63,95.60,1696.56,1000,892.57,1011.23,1081.53
node,13,12,1,0.21,0.08,0.86,1000,0.20,0.23,0.26
node,13,12,2,0.19,0.08,0.83,1000,0.18,0.21,0.24
node,13,12,4,0.17,0.08,0.81,1000,0.17,0.19,0.21
node,13,12,8,0.16,0.08,0.72,1000,0.16,0.18,0.20
node,13,12,16,0.16,0.08,0.74,1000,0.15,0.18,0.19
node,13,12,32,0.15,0.08,0.82,1000,0.14,0.17,0.34
node,13,12,64,0.18,0.09,1.03,1000,0.17,0.27,0.34
node,13,12,128,0.19,0.09,1.13,1000,0.18,0.30,0.35
node,13,12,256,0.40,0.19,2.35,1000,0.40,0.49,0.54
node,13,12,512,0.65,0.33,3.91,1000,0.65,0.74,0.78
node,13,12,1024,0.98,0.61,4.96,1000,0.97,1.09,1.14
node,13,12,2048,0.63,0.15,6.13,1000,0.62,0.71,0.89
node,13,12,4096,0.92,0.19,9.49,1000,0.91,0.99,1.07
node,13,12,8192,1.53,0.26,16.35,1000,1.52,1.69,1.79
node,13,12,16384,3.25,0.58,34.70,1000,3.15,3.41,3.53
node,13,12,32768,7.67,1.26,82.94,1000,6.91,7.57,8.16
node,13,12,65536,14.85,2.76,156.15,1000,14.62,15.99,16.69
node,13,12,131072,31.85,7.57,317.92,1000,31.68,34.55,36.04
node,13,12,262144,279.24,31.18,514.40,1000,276.91,280.28,377.36
node,13,12,524288,514.37,53.23,960.96,1000,509.66,514.14,668.20
node,13,12,1048576,974.61,96.24,1834.66,1000,961.58,1078.57,1178.47
node,14,13,1,0.15,0.08,0.77,1000,0.14,0.17,0.19
node,14,13,2,0.15,0.08,0.75,1000,0.14,0.16,0.18
node,14,13,4,0.15,0.08,0.75,1000,0.14,0.16,0.17
node,14,13,8,0.15,0.08,0.87,1000,0.14,0.16,0.18
node,14,13,16,0.15,0.08,0.76,1000,0.14,0.16,0.18
node,14,13,32,0.14,0.08,0.72,1000,0.14,0.16,0.17
node,14,13,64,0.20,0.09,1.22,1000,0.18,0.26,0.34
node,14,13,128,0.21,0.09,1.28,1000,0.19,0.30,0.34
node,14,13,256,1.46,0.20,8.29,1000,1.43,1.73,1.82
node,14,13,512,3.11,0.34,19.65,1000,3.09,3.39,3.59
node,14,13,1024,6.36,0.61,40.46,1000,6.33,6.66,7.03
node,14,13,2048,0.89,0.15,10.17,1000,0.63,0.71,0.84
node,14,13,4096,1.35,0.19,16.13,1000,0.93,1.01,1.21
node,14,13,8192,1.85,0.27,21.92,1000,1.53,1.71,1.86
node,14,13,16384,3.32,0.53,38.39,1000,3.21,3.42,3.70
node,14,13,32768,6.93,1.09,79.98,1000,6.87,7.28,7.55
node,14,13,65536,14.72,2.23,167.51,1000,14.52,15.53,16.09
node,14,13,131072,31.30,4.51,340.40,1000,31.23,33.59,34.70
node,14,13,262144,293.72,31.16,543.28,1000,291.71,295.00,371.74
node,14,13,524288,547.18,52.85,1027.48,1000,542.80,552.06,673.22
node,14,13,1048576,1022.91,97.38,1922.14,1000,1009.95,1135.75,1201.01
node,15,14,1,0.17,0.08,0.85,1000,0.17,0.19,0.21
node,15,14,2,0.17,0.08,0.88,1000,0.17,0.19,0.24
node,15,14,4,0.17,0.08,0.80,1000,0.17,0.19,0.20
node,15,14,8,0.17,0.08,0.82,1000,0.16,0.18,0.20
node,15,14,16,0.17,0.08,0.78,1000,0.16,0.18,0.20
node,15,14,32,0.16,0.08,0.70,1000,0.16,0.17,0.19
node,15,14,64,0.21,0.09,1.40,1000,0.20,0.29,0.33
